計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,冷蔵庫他,エアコン・リビング,未使用,未使用,エアコン・主寝室,エアコン・子供部屋,未使用,ガレージ照明,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,14855,0,7901,0,0,0,0,0,0,1727,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14855,-,-,-,-,-,-,-,-
20180202,-,-,-,18269,0,8921,2122,0,0,0,0,0,1716,5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18269,-,-,-,-,-,-,-,-
20180203,-,-,-,20219,0,10232,0,0,0,0,0,0,1738,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20219,-,-,-,-,-,-,-,-
20180204,-,-,-,20920,0,9543,2726,0,0,0,0,0,1801,6684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20920,-,-,-,-,-,-,-,-
20180205,-,-,-,22587,0,10078,2432,0,0,0,0,0,1748,8155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22587,-,-,-,-,-,-,-,-
20180206,-,-,-,21178,0,11456,2429,0,0,0,0,0,1735,5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21178,-,-,-,-,-,-,-,-
20180207,-,-,-,20950,0,9116,3329,0,0,0,0,0,1744,6576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20950,-,-,-,-,-,-,-,-
20180208,-,-,-,24395,0,9195,6019,0,0,0,0,0,1735,7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24395,-,-,-,-,-,-,-,-
20180209,-,-,-,15697,0,8028,0,0,0,0,0,0,1701,5791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15697,-,-,-,-,-,-,-,-
20180210,-,-,-,18877,0,10973,4380,0,0,0,0,0,1694,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18877,-,-,-,-,-,-,-,-
20180211,-,-,-,20163,0,9560,0,0,0,0,0,0,1768,8659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20163,-,-,-,-,-,-,-,-
20180212,-,-,-,20688,0,11722,0,0,0,0,0,0,1792,6993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20688,-,-,-,-,-,-,-,-
20180213,-,-,-,30348,0,9500,12144,0,0,0,0,0,1718,6843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30348,-,-,-,-,-,-,-,-
20180214,-,-,-,15599,0,8489,0,0,0,0,0,0,1723,5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15599,-,-,-,-,-,-,-,-
20180215,-,-,-,21778,0,10609,2849,0,0,0,0,0,1693,6454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21778,-,-,-,-,-,-,-,-
20180216,-,-,-,15479,0,7204,0,0,0,0,0,0,1716,6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15479,-,-,-,-,-,-,-,-
20180217,-,-,-,18364,0,7140,0,0,0,0,0,0,1728,9328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18364,-,-,-,-,-,-,-,-
20180218,-,-,-,15788,0,8723,0,0,0,0,0,0,1751,5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15788,-,-,-,-,-,-,-,-
20180219,-,-,-,16413,0,7950,0,0,0,0,0,0,1713,6566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16413,-,-,-,-,-,-,-,-
20180220,-,-,-,20485,0,8311,4894,0,0,0,0,0,1719,5405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20485,-,-,-,-,-,-,-,-
20180221,-,-,-,20511,0,8168,5061,0,0,0,0,0,1691,5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20511,-,-,-,-,-,-,-,-
20180222,-,-,-,19142,0,8106,3455,0,0,0,0,0,1699,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19142,-,-,-,-,-,-,-,-
