計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・リビング,自販機他,リビング・照明・テレビ,店エアコン、店照明,洗濯機、冷蔵庫、炊飯器,ＩＨ,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,33586,0,5173,13882,5639,2955,4289,520,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33586,-,-,-,-,-,-,-,-
20171202,-,-,-,33899,0,2777,13755,7249,3269,5827,79,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33899,-,-,-,-,-,-,-,-
20171203,-,-,-,24769,0,0,12793,7148,654,3259,219,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24769,-,-,-,-,-,-,-,-
20171204,-,-,-,32077,0,3614,13862,6110,2136,5095,297,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32077,-,-,-,-,-,-,-,-
20171205,-,-,-,17805,0,2200,6301,2052,362,5719,509,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17805,-,-,-,-,-,-,-,-
20171206,-,-,-,31462,0,6903,8983,6771,1017,6498,665,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31462,-,-,-,-,-,-,-,-
20171207,-,-,-,43093,0,5343,14666,8466,7688,5921,89,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43093,-,-,-,-,-,-,-,-
20171208,-,-,-,47094,0,7415,13818,6721,9043,8058,793,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47094,-,-,-,-,-,-,-,-
20171209,-,-,-,42204,0,824,14020,7951,9853,7435,1152,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42204,-,-,-,-,-,-,-,-
20171210,-,-,-,26933,0,0,13645,6813,1975,2635,1033,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26933,-,-,-,-,-,-,-,-
