計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・２階,寝室エアコン・キッチンTV,照明・玄関,下台所,小屋,冷蔵庫・食洗機・レンジ,未使用,エアコン・リビング,ＩＨ・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,14276,0,5011,3653,188,1,591,3116,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14276,-,-,-,-,-,-,-,-
20180302,-,-,-,15860,0,6483,3236,176,287,560,3056,0,157,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15860,-,-,-,-,-,-,-,-
20180303,-,-,-,14420,0,4986,3394,217,1,517,3052,0,84,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14420,-,-,-,-,-,-,-,-
20180304,-,-,-,15331,0,5988,3141,218,1,570,3264,0,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15331,-,-,-,-,-,-,-,-
20180305,-,-,-,13615,0,4333,2922,222,443,623,3449,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13615,-,-,-,-,-,-,-,-
20180306,-,-,-,15439,0,5625,3724,199,290,570,3139,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15439,-,-,-,-,-,-,-,-
20180307,-,-,-,15845,0,5823,3889,196,16,568,3166,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15845,-,-,-,-,-,-,-,-
20180308,-,-,-,13031,0,4107,2623,716,106,603,2994,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13031,-,-,-,-,-,-,-,-
20180309,-,-,-,13960,0,5689,2775,194,2,515,3051,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13960,-,-,-,-,-,-,-,-
20180310,-,-,-,31356,0,7293,7707,316,299,5118,4002,0,5187,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31356,-,-,-,-,-,-,-,-
