計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,不明,エコキュート,不明,不明,不明,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,14905,0,394,0,3714,0,2864,5860,0,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14905,-,-,405,-,-,-,-,-
20180502,-,-,-,11702,0,799,0,1039,0,3487,4245,0,0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702,-,-,335,-,-,-,-,-
20180503,-,-,-,11084,0,437,574,3571,0,3904,611,0,0,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11084,-,-,571,-,-,-,-,-
20180504,-,-,-,15877,0,816,1875,2694,0,4525,3869,0,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15877,-,-,432,-,-,-,-,-
20180505,-,-,-,18683,0,375,1194,4138,0,2831,8165,0,0,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18683,-,-,351,-,-,-,-,-
20180506,-,-,-,12700,0,742,2611,1873,0,4582,739,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12700,-,-,454,-,-,-,-,-
20180507,-,-,-,15926,0,1009,1676,4134,0,2881,3981,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,-,-,452,-,-,-,-,-
20180508,-,-,-,15201,0,403,4056,2525,0,3797,2524,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15201,-,-,635,-,-,-,-,-
20180509,-,-,-,16976,0,646,3564,3874,0,3126,3785,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16976,-,-,408,-,-,-,-,-
20180510,-,-,-,11995,0,789,2219,1486,0,3290,2137,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11995,-,-,414,-,-,-,-,-
20180511,-,-,-,18254,0,369,1676,2963,0,2778,8500,0,0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18254,-,-,397,-,-,-,-,-
20180512,-,-,-,12220,0,77,0,3259,0,2944,3983,0,0,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12220,-,-,498,-,-,-,-,-
20180513,-,-,-,11703,0,241,0,2275,0,3338,3793,0,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11703,-,-,66,-,-,-,-,-
20180514,-,-,-,9959,0,712,0,1193,0,2662,3171,0,0,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9959,-,-,455,-,-,-,-,-
20180515,-,-,-,12354,0,499,0,2657,0,2730,4274,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12354,-,-,475,-,-,-,-,-
20180516,-,-,-,7748,0,97,0,2337,0,2495,346,0,0,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7748,-,-,253,-,-,-,-,-
20180517,-,-,-,13714,0,1222,0,1813,0,2533,5534,0,0,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13714,-,-,576,-,-,-,-,-
20180518,-,-,-,10975,0,539,0,2917,0,2111,2594,0,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10975,-,-,391,-,-,-,-,-
20180519,-,-,-,12682,0,548,2336,1517,0,3656,2429,0,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12682,-,-,444,-,-,-,-,-
20180520,-,-,-,14121,0,668,1176,3296,0,3497,3296,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14121,-,-,590,-,-,-,-,-
20180521,-,-,-,11983,0,611,0,3086,0,2879,3154,0,0,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11983,-,-,318,-,-,-,-,-
20180522,-,-,-,12845,0,1577,0,1825,0,2838,4364,0,0,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12845,-,-,534,-,-,-,-,-
20180523,-,-,-,15289,0,722,0,3230,0,3001,5778,0,0,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15289,-,-,389,-,-,-,-,-
20180524,-,-,-,6237,0,236,0,1117,0,2474,205,0,0,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237,-,-,75,-,-,-,-,-
20180525,-,-,-,6332,0,330,157,648,0,2524,338,0,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6332,-,-,427,-,-,-,-,-
20180526,-,-,-,13612,0,699,0,2642,0,2646,5198,0,0,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13612,-,-,313,-,-,-,-,-
20180527,-,-,-,11407,0,290,0,1766,0,3977,2911,0,0,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11407,-,-,319,-,-,-,-,-
20180528,-,-,-,9461,0,131,0,2039,0,2438,2422,0,0,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9461,-,-,315,-,-,-,-,-
20180529,-,-,-,8007,0,404,0,1456,0,2478,1127,0,0,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8007,-,-,422,-,-,-,-,-
20180530,-,-,-,15163,0,528,396,2367,0,2676,6673,0,0,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15163,-,-,242,-,-,-,-,-
20180531,-,-,-,11551,0,1271,0,1135,0,2757,3893,0,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11551,-,-,409,-,-,-,-,-
