計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,不明,エコキュート,不明,不明,不明,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,37285,0,1100,13925,7939,0,5703,7184,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37285,-,-,529,-,-,-,-,-
20180202,-,-,-,38554,0,441,15089,9535,0,5469,6493,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38554,-,-,715,-,-,-,-,-
20180203,-,-,-,38974,0,434,16047,4276,0,6746,10054,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38974,-,-,632,-,-,-,-,-
20180204,-,-,-,47910,0,742,19347,6707,0,9580,9838,0,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47910,-,-,246,-,-,-,-,-
20180205,-,-,-,44798,0,1247,20403,7522,0,6397,7971,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44798,-,-,747,-,-,-,-,-
20180206,-,-,-,46792,0,1033,21411,7986,0,8055,6905,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46792,-,-,595,-,-,-,-,-
20180207,-,-,-,58802,0,758,21081,19801,0,8061,7655,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58802,-,-,691,-,-,-,-,-
20180208,-,-,-,45084,0,909,18690,11063,0,6354,6671,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45084,-,-,663,-,-,-,-,-
20180209,-,-,-,39366,0,894,15774,3345,0,7773,10179,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39366,-,-,345,-,-,-,-,-
20180210,-,-,-,29600,0,22,11352,5207,0,7095,4515,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29600,-,-,128,-,-,-,-,-
20180211,-,-,-,46373,0,863,16759,11949,0,9208,6158,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46373,-,-,554,-,-,-,-,-
20180212,-,-,-,37336,0,549,18561,2599,0,10548,3767,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37336,-,-,161,-,-,-,-,-
20180213,-,-,-,35452,0,0,17762,5076,0,10294,955,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35452,-,-,74,-,-,-,-,-
20180214,-,-,-,32581,0,439,14870,4271,0,10609,969,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32581,-,-,79,-,-,-,-,-
20180215,-,-,-,28005,0,276,11586,3901,0,9674,1151,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28005,-,-,81,-,-,-,-,-
20180216,-,-,-,38321,0,124,14608,7836,0,7931,6435,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38321,-,-,550,-,-,-,-,-
20180217,-,-,-,32323,0,163,14760,3720,0,8273,4030,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32323,-,-,130,-,-,-,-,-
20180218,-,-,-,40242,0,920,13718,9037,0,7030,8026,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40242,-,-,599,-,-,-,-,-
20180219,-,-,-,25511,0,0,11409,4233,0,6602,1886,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25511,-,-,65,-,-,-,-,-
20180220,-,-,-,31788,0,310,11568,8186,0,5859,4442,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31788,-,-,532,-,-,-,-,-
20180221,-,-,-,31710,0,510,10109,6592,0,5806,7190,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31710,-,-,628,-,-,-,-,-
20180222,-,-,-,35352,0,620,11591,9885,0,5533,6245,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35352,-,-,421,-,-,-,-,-
20180223,-,-,-,32403,0,390,12539,5937,0,5592,6420,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32403,-,-,528,-,-,-,-,-
20180224,-,-,-,25649,0,119,11791,4297,0,5495,2448,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25649,-,-,107,-,-,-,-,-
20180225,-,-,-,38560,0,1024,8713,8209,0,8434,10663,0,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38560,-,-,610,-,-,-,-,-
20180226,-,-,-,32867,0,1171,9358,9954,0,5129,5729,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32867,-,-,559,-,-,-,-,-
