計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,リビング・テレビ　照明,2階洋室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,10262,0,64,362,2280,0,0,2191,0,1392,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10262,-,-,-,-,-,-,-,-
20180402,-,-,-,14130,0,52,980,5328,0,0,2348,0,1496,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14130,-,-,-,-,-,-,-,-
20180403,-,-,-,9742,0,69,195,1632,0,0,2665,0,1351,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9742,-,-,-,-,-,-,-,-
20180404,-,-,-,11156,0,55,518,3126,0,0,2252,0,1414,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11156,-,-,-,-,-,-,-,-
20180405,-,-,-,11493,0,0,746,3104,0,0,2255,0,1469,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11493,-,-,-,-,-,-,-,-
20180406,-,-,-,11028,0,0,439,2960,0,0,2358,0,1483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11028,-,-,-,-,-,-,-,-
20180407,-,-,-,12777,0,0,891,4103,0,0,2161,0,1584,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12777,-,-,-,-,-,-,-,-
20180408,-,-,-,14507,0,56,834,4155,1912,0,2046,0,1560,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14507,-,-,-,-,-,-,-,-
20180409,-,-,-,12400,0,0,539,3089,1266,0,1979,0,1510,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,-,-,-,-,-,-,-,-
20180410,-,-,-,11681,0,0,906,3211,0,0,2214,0,1414,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11681,-,-,-,-,-,-,-,-
