計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,リビング・テレビ　照明,2階洋室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,10191,0,0,951,1278,0,0,2583,0,1460,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10191,-,-,-,-,-,-,-,-
20180502,-,-,-,10538,0,0,430,2141,0,0,2346,0,1814,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10538,-,-,-,-,-,-,-,-
20180503,-,-,-,11514,0,0,775,2402,0,0,2330,0,1542,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11514,-,-,-,-,-,-,-,-
20180504,-,-,-,12472,0,0,540,4420,0,0,2109,0,1403,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12472,-,-,-,-,-,-,-,-
20180505,-,-,-,12811,0,57,577,4561,0,0,2338,0,1335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12811,-,-,-,-,-,-,-,-
20180506,-,-,-,10647,0,0,449,2051,0,0,2015,0,2310,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10647,-,-,-,-,-,-,-,-
20180507,-,-,-,11108,0,0,554,1427,0,0,2566,0,2497,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11108,-,-,-,-,-,-,-,-
20180508,-,-,-,12534,0,0,455,3375,727,0,2160,0,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12534,-,-,-,-,-,-,-,-
20180509,-,-,-,10733,0,104,316,2889,0,0,2112,0,1512,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10733,-,-,-,-,-,-,-,-
20180510,-,-,-,11273,0,0,1036,2611,0,0,2372,0,1369,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11273,-,-,-,-,-,-,-,-
20180511,-,-,-,11856,0,0,965,3225,0,0,2348,0,1537,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11856,-,-,-,-,-,-,-,-
20180512,-,-,-,11412,0,52,236,3662,0,0,2397,0,1048,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11412,-,-,-,-,-,-,-,-
20180513,-,-,-,9216,0,0,211,1088,0,0,2277,0,1867,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,-,-,-,-,-,-,-,-
20180514,-,-,-,10228,0,0,473,2243,0,0,2405,0,1412,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10228,-,-,-,-,-,-,-,-
20180515,-,-,-,11162,0,0,613,2709,0,0,2662,0,1354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11162,-,-,-,-,-,-,-,-
20180516,-,-,-,10110,0,0,304,1943,0,0,2526,0,1586,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10110,-,-,-,-,-,-,-,-
20180517,-,-,-,10269,0,52,104,2129,0,0,2494,0,1574,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10269,-,-,-,-,-,-,-,-
20180518,-,-,-,10800,0,0,570,2117,0,0,2726,0,1668,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,-,-,-,-,-,-,-,-
20180519,-,-,-,10851,0,48,634,2628,0,0,2502,0,1404,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10851,-,-,-,-,-,-,-,-
20180520,-,-,-,10496,0,0,1048,1841,0,0,2429,0,1401,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10496,-,-,-,-,-,-,-,-
20180521,-,-,-,11017,0,0,462,2610,0,0,2602,0,1517,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11017,-,-,-,-,-,-,-,-
20180522,-,-,-,10118,0,46,621,1796,0,0,2680,0,1429,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10118,-,-,-,-,-,-,-,-
20180523,-,-,-,10425,0,0,466,1511,0,0,2778,0,1844,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10425,-,-,-,-,-,-,-,-
20180524,-,-,-,10801,0,32,575,2775,0,0,2483,0,1275,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10801,-,-,-,-,-,-,-,-
20180525,-,-,-,11082,0,0,859,2419,0,0,2648,0,1473,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11082,-,-,-,-,-,-,-,-
20180526,-,-,-,9510,0,0,462,1125,0,0,2646,0,1505,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9510,-,-,-,-,-,-,-,-
20180527,-,-,-,10985,0,0,567,2622,0,0,2461,0,1498,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10985,-,-,-,-,-,-,-,-
20180528,-,-,-,10193,0,53,482,1540,0,0,2541,0,1772,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10193,-,-,-,-,-,-,-,-
20180529,-,-,-,10818,0,0,641,1997,0,0,2790,0,1602,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10818,-,-,-,-,-,-,-,-
20180530,-,-,-,9744,0,0,388,1394,0,0,2595,0,1788,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9744,-,-,-,-,-,-,-,-
20180531,-,-,-,9714,0,0,729,1342,0,0,2604,0,1361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9714,-,-,-,-,-,-,-,-
