計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,リビング・テレビ　照明,2階洋室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,12672,0,0,743,3840,0,0,2058,0,1722,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12672,-,-,-,-,-,-,-,-
20180302,-,-,-,15814,0,0,473,5271,1930,0,2091,0,1630,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15814,-,-,-,-,-,-,-,-
20180303,-,-,-,19361,0,0,938,8265,1964,0,1740,0,2171,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19361,-,-,-,-,-,-,-,-
20180304,-,-,-,12514,0,0,215,3432,550,0,2173,0,1772,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12514,-,-,-,-,-,-,-,-
20180305,-,-,-,12191,0,0,657,2734,0,0,2189,0,2413,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12191,-,-,-,-,-,-,-,-
20180306,-,-,-,15913,0,52,193,6601,1180,0,1820,0,1895,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15913,-,-,-,-,-,-,-,-
20180307,-,-,-,13759,0,0,662,3412,1778,0,1834,0,1648,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13759,-,-,-,-,-,-,-,-
20180308,-,-,-,14632,0,0,407,5985,162,0,1984,0,1910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14632,-,-,-,-,-,-,-,-
20180309,-,-,-,13677,0,0,335,4113,1552,0,1786,0,1720,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13677,-,-,-,-,-,-,-,-
20180310,-,-,-,12939,0,0,499,4653,0,0,1848,0,1650,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12939,-,-,-,-,-,-,-,-
20180311,-,-,-,17542,0,51,454,9381,0,0,2021,0,1624,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17542,-,-,-,-,-,-,-,-
20180312,-,-,-,11502,0,70,405,3254,0,0,1858,0,1629,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11502,-,-,-,-,-,-,-,-
20180313,-,-,-,14185,0,65,352,6075,0,0,2105,0,1468,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14185,-,-,-,-,-,-,-,-
20180314,-,-,-,11218,0,0,172,3533,0,0,2047,0,1498,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11218,-,-,-,-,-,-,-,-
20180315,-,-,-,11546,0,0,191,3071,0,0,2262,0,1931,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11546,-,-,-,-,-,-,-,-
20180316,-,-,-,14471,0,53,242,5916,0,0,2093,0,2107,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14471,-,-,-,-,-,-,-,-
20180317,-,-,-,12694,0,0,231,4593,0,0,1935,0,1711,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12694,-,-,-,-,-,-,-,-
20180318,-,-,-,15053,0,0,556,6758,0,0,1898,0,1720,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15053,-,-,-,-,-,-,-,-
