計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン,未使用,エアコン,リビング電灯,エコキュート？,未使用,エアコン,エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,29956,0,197,1,10345,5420,4450,19442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29956,-,-,364,-,-,-,-,-
20180302,-,-,-,16396,0,492,0,2878,832,4420,17233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16396,-,-,134,-,-,-,-,-
20180303,-,-,-,10225,0,637,0,2,0,3853,13712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10225,-,-,39,-,-,-,-,-
20180304,-,-,-,16171,0,259,0,2886,0,4428,20200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16171,-,-,88,-,-,-,-,-
20180305,-,-,-,21583,0,1361,0,3304,2482,6502,18777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21583,-,-,697,-,-,-,-,-
20180306,-,-,-,23113,0,1424,0,4461,4101,4607,18691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23113,-,-,158,-,-,-,-,-
20180307,-,-,-,21946,0,466,0,3784,5596,4240,16385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21946,-,-,301,-,-,-,-,-
20180308,-,-,-,24257,0,681,0,3775,5437,4140,21549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24257,-,-,208,-,-,-,-,-
20180309,-,-,-,22880,0,0,1,3116,6525,3200,18374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22880,-,-,174,-,-,-,-,-
20180310,-,-,-,27551,0,1284,0,4964,8787,3588,18049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27551,-,-,540,-,-,-,-,-
20180311,-,-,-,25375,0,626,0,7784,5844,3649,16835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25375,-,-,305,-,-,-,-,-
20180312,-,-,-,20103,0,377,0,3447,4176,3448,18775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20103,-,-,138,-,-,-,-,-
20180313,-,-,-,16024,0,647,1,3667,0,3998,17938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16024,-,-,624,-,-,-,-,-
20180314,-,-,-,20936,0,496,0,5264,589,5288,19474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20936,-,-,167,-,-,-,-,-
20180315,-,-,-,22049,0,373,0,7276,365,6021,18999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22049,-,-,394,-,-,-,-,-
20180316,-,-,-,25196,0,314,0,7415,2574,5777,19596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25196,-,-,216,-,-,-,-,-
20180317,-,-,-,21560,0,858,3614,964,3550,5573,17220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21560,-,-,527,-,-,-,-,-
20180318,-,-,-,26814,0,166,5602,8179,764,5303,16975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26814,-,-,469,-,-,-,-,-
20180319,-,-,-,23480,0,838,2882,6757,0,6509,17079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23480,-,-,424,-,-,-,-,-
20180320,-,-,-,35022,0,776,8561,8062,3569,6272,19470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35022,-,-,499,-,-,-,-,-
20180321,-,-,-,44044,0,1182,12668,9476,4890,10268,18316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44044,-,-,583,-,-,-,-,-
20180322,-,-,-,36550,0,837,9286,7533,5816,5529,17186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36550,-,-,339,-,-,-,-,-
20180323,-,-,-,40070,0,1205,7140,13906,3128,5935,19773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40070,-,-,710,-,-,-,-,-
20180324,-,-,-,31099,0,476,5888,7652,2128,6111,20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31099,-,-,536,-,-,-,-,-
20180325,-,-,-,25554,0,497,1782,8491,989,6116,18852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25554,-,-,621,-,-,-,-,-
20180326,-,-,-,30068,0,1155,4960,8422,860,5811,20758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068,-,-,776,-,-,-,-,-
20180327,-,-,-,23314,0,1236,95,7911,0,5790,19048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23314,-,-,617,-,-,-,-,-
20180328,-,-,-,24645,0,706,0,9124,602,5613,19982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24645,-,-,490,-,-,-,-,-
20180329,-,-,-,19661,0,469,384,5874,0,5552,17739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19661,-,-,478,-,-,-,-,-
20180330,-,-,-,18095,0,1334,0,2550,0,6640,18398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18095,-,-,442,-,-,-,-,-
20180331,-,-,-,21580,0,1292,0,6523,0,6069,19154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21580,-,-,558,-,-,-,-,-
