計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン,未使用,エアコン,リビング電灯,エコキュート？,未使用,エアコン,エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,16414,0,627,0,1768,289,7156,18462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16414,-,-,343,-,-,-,-,-
20180602,-,-,-,24677,0,1067,0,3534,4834,7303,20953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24677,-,-,174,-,-,-,-,-
20180603,-,-,-,19220,0,611,209,582,3086,7012,20086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19220,-,-,401,-,-,-,-,-
20180604,-,-,-,23464,0,826,0,2862,5132,6588,20493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23464,-,-,143,-,-,-,-,-
20180605,-,-,-,15862,0,305,0,892,744,6437,19298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15862,-,-,416,-,-,-,-,-
20180606,-,-,-,18287,0,1169,0,3234,0,5789,19756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18287,-,-,209,-,-,-,-,-
20180607,-,-,-,21867,0,775,0,1279,5952,5551,20475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21867,-,-,479,-,-,-,-,-
20180608,-,-,-,26331,0,1203,1511,2480,5255,7644,21979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26331,-,-,26,-,-,-,-,-
20180609,-,-,-,25064,0,980,1480,580,7325,6989,21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25064,-,-,470,-,-,-,-,-
20180610,-,-,-,20663,0,582,223,2936,3079,6410,18958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20663,-,-,116,-,-,-,-,-
20180611,-,-,-,15360,0,991,0,597,463,5856,18515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360,-,-,115,-,-,-,-,-
