計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・キッチン,洗濯機・浴室,食器洗乾燥機・キッチン,冷蔵庫・キッチン,エアコン・主寝室,エアコン・和室,未使用,ＩＨ・キッチン,エアコン・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,6998,0,942,392,854,1188,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6998,-,-,-,-,-,-,-,-
20180502,-,-,-,10242,0,1650,1751,1132,1227,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10242,-,-,-,-,-,-,-,-
20180503,-,-,-,7954,0,1152,262,1151,1138,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7954,-,-,-,-,-,-,-,-
20180504,-,-,-,8948,0,1262,693,1207,1090,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8948,-,-,-,-,-,-,-,-
20180505,-,-,-,8173,0,697,251,1453,996,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8173,-,-,-,-,-,-,-,-
20180506,-,-,-,8174,0,1607,414,529,1059,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8174,-,-,-,-,-,-,-,-
20180507,-,-,-,8003,0,1221,523,1023,1227,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8003,-,-,-,-,-,-,-,-
20180508,-,-,-,8505,0,1420,355,1162,1145,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8505,-,-,-,-,-,-,-,-
20180509,-,-,-,8921,0,1325,930,1154,1016,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8921,-,-,-,-,-,-,-,-
20180510,-,-,-,7605,0,1203,339,546,1158,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7605,-,-,-,-,-,-,-,-
20180511,-,-,-,7861,0,1247,429,847,1158,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7861,-,-,-,-,-,-,-,-
20180512,-,-,-,8286,0,1154,1044,345,1266,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8286,-,-,-,-,-,-,-,-
20180513,-,-,-,8580,0,1341,1020,971,1295,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8580,-,-,-,-,-,-,-,-
20180514,-,-,-,8982,0,1125,465,1066,1384,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982,-,-,-,-,-,-,-,-
20180515,-,-,-,8150,0,1057,332,535,1463,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8150,-,-,-,-,-,-,-,-
20180516,-,-,-,9272,0,1192,1195,1468,1558,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9272,-,-,-,-,-,-,-,-
20180517,-,-,-,9504,0,1009,1520,1061,1570,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9504,-,-,-,-,-,-,-,-
20180518,-,-,-,9059,0,1307,1055,903,1549,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9059,-,-,-,-,-,-,-,-
20180519,-,-,-,8859,0,1366,388,1144,1398,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8859,-,-,-,-,-,-,-,-
20180520,-,-,-,8934,0,1603,336,1170,1245,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8934,-,-,-,-,-,-,-,-
20180521,-,-,-,9406,0,1237,1417,1177,1273,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9406,-,-,-,-,-,-,-,-
20180522,-,-,-,8511,0,1015,657,1132,1532,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8511,-,-,-,-,-,-,-,-
20180523,-,-,-,9318,0,1512,519,1250,1455,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9318,-,-,-,-,-,-,-,-
20180524,-,-,-,8089,0,1103,393,635,1510,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8089,-,-,-,-,-,-,-,-
20180525,-,-,-,8694,0,1167,915,1130,1546,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8694,-,-,-,-,-,-,-,-
20180526,-,-,-,8980,0,1131,894,1163,1403,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8980,-,-,-,-,-,-,-,-
20180527,-,-,-,8780,0,1207,356,1303,1531,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8780,-,-,-,-,-,-,-,-
20180528,-,-,-,8941,0,1283,319,1245,1604,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8941,-,-,-,-,-,-,-,-
20180529,-,-,-,9348,0,1234,1004,587,1856,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9348,-,-,-,-,-,-,-,-
20180530,-,-,-,7484,0,1027,209,1036,1457,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7484,-,-,-,-,-,-,-,-
20180531,-,-,-,8195,0,1339,291,1257,1477,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8195,-,-,-,-,-,-,-,-
