計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHヒーター,エアコン,エコキュート,リビング照明 冷蔵庫,特定5,洗濯機 テレビ 照明,未使用,洋室コンセント,特定8,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,18739,0,199,0,4725,2490,733,7640,0,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18739,-,-,725,-,-,-,-,-
20180602,-,-,-,17958,0,1971,0,5058,2462,953,4527,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17958,-,-,547,-,-,-,-,-
20180603,-,-,-,17215,0,1266,0,3550,2855,989,5535,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17215,-,-,693,-,-,-,-,-
20180604,-,-,-,18970,0,0,0,5540,2372,1001,6971,0,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18970,-,-,498,-,-,-,-,-
20180605,-,-,-,13739,0,542,0,3128,2299,755,3862,0,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13739,-,-,572,-,-,-,-,-
20180606,-,-,-,16883,0,685,0,3828,2457,406,6742,0,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16883,-,-,695,-,-,-,-,-
20180607,-,-,-,18277,0,263,0,5798,3053,311,5773,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18277,-,-,614,-,-,-,-,-
20180608,-,-,-,15206,0,163,104,1975,3057,93,6305,0,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15206,-,-,530,-,-,-,-,-
20180609,-,-,-,21161,0,2472,4188,3217,2915,357,4668,0,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21161,-,-,688,-,-,-,-,-
20180610,-,-,-,14149,0,46,33,4768,2067,31,4163,0,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14149,-,-,327,-,-,-,-,-
