計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHヒーター,エアコン,エコキュート,リビング照明 冷蔵庫,特定5,洗濯機 テレビ 照明,未使用,洋室コンセント,特定8,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,20782,0,65,183,9073,3057,852,4772,0,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20782,-,-,479,-,-,-,-,-
20180402,-,-,-,16703,0,643,174,3944,2376,740,5753,0,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16703,-,-,782,-,-,-,-,-
20180403,-,-,-,23035,0,742,111,8829,2370,296,7878,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23035,-,-,493,-,-,-,-,-
20180404,-,-,-,12103,0,151,93,3223,1886,624,3458,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,-,-,737,-,-,-,-,-
20180405,-,-,-,19966,0,567,174,8462,2429,661,4955,0,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19966,-,-,639,-,-,-,-,-
20180406,-,-,-,19633,0,1476,227,3918,2144,1583,7400,0,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19633,-,-,756,-,-,-,-,-
20180407,-,-,-,23147,0,476,525,11103,2563,404,5327,0,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23147,-,-,922,-,-,-,-,-
20180408,-,-,-,21692,0,555,439,12084,1456,153,4300,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21692,-,-,291,-,-,-,-,-
20180409,-,-,-,15514,0,295,229,3388,2008,586,6392,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15514,-,-,1017,-,-,-,-,-
20180410,-,-,-,22209,0,669,191,9820,2049,725,5985,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22209,-,-,460,-,-,-,-,-
20180411,-,-,-,13815,0,531,0,4782,2096,212,3563,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13815,-,-,578,-,-,-,-,-
20180412,-,-,-,14819,0,713,118,6284,2115,536,2433,0,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819,-,-,353,-,-,-,-,-
20180413,-,-,-,16424,0,192,182,6329,2271,70,4639,0,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16424,-,-,752,-,-,-,-,-
20180414,-,-,-,15843,0,183,0,7028,1963,5,3869,0,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15843,-,-,546,-,-,-,-,-
20180415,-,-,-,13615,0,185,340,4369,2098,35,3948,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13615,-,-,654,-,-,-,-,-
20180416,-,-,-,20441,0,497,222,9652,2014,0,5213,0,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20441,-,-,374,-,-,-,-,-
20180417,-,-,-,15088,0,267,530,4825,2037,585,4025,0,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15088,-,-,665,-,-,-,-,-
20180418,-,-,-,16602,0,0,253,6934,2231,671,3990,0,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16602,-,-,854,-,-,-,-,-
20180419,-,-,-,21524,0,922,236,7864,2469,464,6452,0,2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21524,-,-,490,-,-,-,-,-
