計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン・照明,冷蔵庫,リビングTV・照明,洗濯機・K照明コンセント,電子レンジ,未使用,2F洋室クーラー①,2F洋室クーラー②,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,24795,0,3975,5211,946,808,3085,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24795,-,-,-,-,-,-,-,-
20180202,-,-,-,25423,0,5845,5962,819,880,3398,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25423,-,-,-,-,-,-,-,-
20180203,-,-,-,26682,0,4034,7227,944,1185,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26682,-,-,-,-,-,-,-,-
20180204,-,-,-,32991,0,5267,4956,899,2128,3409,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32991,-,-,-,-,-,-,-,-
20180205,-,-,-,43275,0,11268,6396,828,2828,3070,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43275,-,-,-,-,-,-,-,-
20180206,-,-,-,28470,0,9437,5044,711,1886,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28470,-,-,-,-,-,-,-,-
20180207,-,-,-,25343,0,7066,4907,836,1145,3490,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25343,-,-,-,-,-,-,-,-
20180208,-,-,-,29537,0,4812,6519,847,1118,3271,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29537,-,-,-,-,-,-,-,-
20180209,-,-,-,21807,0,3716,4563,790,829,3170,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21807,-,-,-,-,-,-,-,-
20180210,-,-,-,20989,0,4797,4328,969,1252,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20989,-,-,-,-,-,-,-,-
20180211,-,-,-,25612,0,4079,4717,902,738,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25612,-,-,-,-,-,-,-,-
20180212,-,-,-,34035,0,5975,6275,850,1020,3891,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34035,-,-,-,-,-,-,-,-
20180213,-,-,-,23451,0,3526,4399,1032,982,3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23451,-,-,-,-,-,-,-,-
20180214,-,-,-,18962,0,1846,3420,873,879,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18962,-,-,-,-,-,-,-,-
20180215,-,-,-,27797,0,3334,4166,988,1065,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27797,-,-,-,-,-,-,-,-
20180216,-,-,-,18289,0,3102,3232,960,1017,4142,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18289,-,-,-,-,-,-,-,-
20180217,-,-,-,25028,0,1738,2634,961,399,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25028,-,-,-,-,-,-,-,-
20180218,-,-,-,22953,0,2397,6422,822,737,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22953,-,-,-,-,-,-,-,-
20180219,-,-,-,24793,0,3702,3697,1010,1299,3282,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24793,-,-,-,-,-,-,-,-
20180220,-,-,-,17942,0,1710,1968,1004,580,3060,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17942,-,-,-,-,-,-,-,-
20180221,-,-,-,20793,0,2097,3092,1013,881,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20793,-,-,-,-,-,-,-,-
20180222,-,-,-,15988,0,1659,4175,999,486,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15988,-,-,-,-,-,-,-,-
20180223,-,-,-,24123,0,2763,3806,916,1017,3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24123,-,-,-,-,-,-,-,-
20180224,-,-,-,20135,0,2296,3586,934,863,3542,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20135,-,-,-,-,-,-,-,-
20180225,-,-,-,19065,0,4288,2356,1036,2486,3047,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19065,-,-,-,-,-,-,-,-
20180226,-,-,-,17540,0,1452,2353,1030,632,3430,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17540,-,-,-,-,-,-,-,-
20180227,-,-,-,16934,0,1719,3256,1048,1303,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16934,-,-,-,-,-,-,-,-
20180228,-,-,-,16812,0,1178,2761,1039,1581,3015,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16812,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
