計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,冷蔵庫他,エアコン・リビング,未使用,未使用,エアコン・主寝室,エアコン・子供部屋,未使用,ガレージ照明,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,11038,0,9183,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11038,-,-,-,-,-,-,-,-
20171202,-,-,-,11692,0,7970,0,0,0,0,0,0,1684,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11692,-,-,-,-,-,-,-,-
20171203,-,-,-,13408,0,9492,1627,0,0,0,0,0,1677,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13408,-,-,-,-,-,-,-,-
20171204,-,-,-,12816,0,8723,136,0,0,0,0,0,1741,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12816,-,-,-,-,-,-,-,-
20171205,-,-,-,14904,0,8469,0,0,0,0,0,0,1728,4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14904,-,-,-,-,-,-,-,-
20171206,-,-,-,15675,0,8852,0,0,0,0,0,0,1722,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15675,-,-,-,-,-,-,-,-
20171207,-,-,-,15648,0,8976,195,0,0,0,0,0,1698,4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15648,-,-,-,-,-,-,-,-
20171208,-,-,-,15019,0,8323,552,0,0,0,0,0,1719,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15019,-,-,-,-,-,-,-,-
20171209,-,-,-,8883,0,5775,0,0,0,0,0,0,1701,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8883,-,-,-,-,-,-,-,-
20171210,-,-,-,8960,0,5574,0,0,0,0,0,0,1640,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,-,-,-,-,-,-,-,-
20171211,-,-,-,14954,0,8690,0,0,0,0,0,0,1674,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14954,-,-,-,-,-,-,-,-
20171212,-,-,-,21850,0,10109,2638,0,0,0,0,0,1737,7205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21850,-,-,-,-,-,-,-,-
20171213,-,-,-,16217,0,7895,0,0,0,0,0,0,1739,6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16217,-,-,-,-,-,-,-,-
20171214,-,-,-,16549,0,7896,1031,0,0,0,0,0,1719,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16549,-,-,-,-,-,-,-,-
20171215,-,-,-,12825,0,6932,0,0,0,0,0,0,1718,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12825,-,-,-,-,-,-,-,-
20171216,-,-,-,19975,0,10252,4018,0,0,0,0,0,1699,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19975,-,-,-,-,-,-,-,-
20171217,-,-,-,15220,0,7767,0,0,0,0,0,0,1726,5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15220,-,-,-,-,-,-,-,-
20171218,-,-,-,20715,0,8690,3995,0,0,0,0,0,1687,6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20715,-,-,-,-,-,-,-,-
20171219,-,-,-,22583,0,9639,1615,0,0,0,0,0,1712,9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22583,-,-,-,-,-,-,-,-
20171220,-,-,-,18930,0,10157,918,0,0,0,0,0,1724,5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18930,-,-,-,-,-,-,-,-
20171221,-,-,-,20233,0,9530,0,0,0,0,0,0,1720,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20233,-,-,-,-,-,-,-,-
20171222,-,-,-,17599,0,8381,0,0,0,0,0,0,1744,7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17599,-,-,-,-,-,-,-,-
20171223,-,-,-,22438,0,11607,3960,0,0,0,0,0,1737,4982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22438,-,-,-,-,-,-,-,-
20171224,-,-,-,18015,0,9845,2332,0,0,0,0,0,1723,3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18015,-,-,-,-,-,-,-,-
20171225,-,-,-,17395,0,7381,3451,0,0,0,0,0,1734,4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17395,-,-,-,-,-,-,-,-
20171226,-,-,-,16163,0,8240,0,0,0,0,0,0,1752,6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16163,-,-,-,-,-,-,-,-
20171227,-,-,-,17499,0,8920,1668,0,0,0,0,0,1762,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17499,-,-,-,-,-,-,-,-
