計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IHクッキングヒーター,エコキュート,寝室（娘）照明コンセント,LDK　TV　照明,冷蔵庫,未使用,洗濯機　電子レンジ,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,0,35292,3196,0,12080,14179,14768,1863,0,6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,877,-,-,-,-,-
20180102,-,-,-,0,48989,14292,266,16726,12570,12347,2131,0,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1384,-,-,-,-,-
20180103,-,-,-,0,29638,3048,137,11534,11536,9808,1990,0,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,366,-,-,-,-,-
20180104,-,-,-,0,46192,6396,381,15462,28629,10392,2030,0,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1051,-,-,-,-,-
20180105,-,-,-,0,29617,1689,55,11809,11227,10483,1891,0,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1068,-,-,-,-,-
20180106,-,-,-,0,36783,4195,113,15747,12443,11705,2146,0,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1068,-,-,-,-,-
20180107,-,-,-,0,33976,1816,379,14438,13635,10704,1843,0,5373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1320,-,-,-,-,-
20180108,-,-,-,0,26064,0,97,9544,12707,10848,1763,0,4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,348,-,-,-,-,-
20180109,-,-,-,0,30332,0,348,14190,10292,10236,2200,0,5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1066,-,-,-,-,-
20180110,-,-,-,0,41672,1440,901,19810,15620,12596,1849,0,5922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1562,-,-,-,-,-
20180111,-,-,-,0,40870,5195,71,12976,25185,9654,1783,0,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,513,-,-,-,-,-
20180112,-,-,-,0,47287,8874,302,14097,25155,11225,2250,0,6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,895,-,-,-,-,-
20180113,-,-,-,0,48098,2818,291,21813,24207,11286,1993,0,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1509,-,-,-,-,-
20180114,-,-,-,0,35480,0,717,13523,21309,10667,2166,0,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,769,-,-,-,-,-
20180115,-,-,-,0,58589,10370,379,22911,26647,12162,2455,0,5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1772,-,-,-,-,-
20180116,-,-,-,0,37829,1030,906,18414,14901,10081,1567,0,5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1565,-,-,-,-,-
20180117,-,-,-,0,27765,277,725,10756,9911,11370,1959,0,6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,485,-,-,-,-,-
20180118,-,-,-,0,34230,2342,390,15225,10744,11292,2158,0,5563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1343,-,-,-,-,-
20180119,-,-,-,0,28691,908,408,12166,10551,10742,1705,0,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1294,-,-,-,-,-
20180120,-,-,-,0,33976,3755,431,12324,11489,13394,1876,0,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,328,-,-,-,-,-
20180121,-,-,-,0,52160,10913,157,16317,29276,11421,2253,0,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1552,-,-,-,-,-
20180122,-,-,-,0,35417,1606,955,12150,14381,16719,2020,0,5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,880,-,-,-,-,-
20180123,-,-,-,0,53155,6253,1001,17278,30748,14998,2011,0,6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1540,-,-,-,-,-
20180124,-,-,-,0,37248,0,107,17159,17852,12266,2040,0,4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,839,-,-,-,-,-
20180125,-,-,-,0,40856,3781,0,16170,18983,12076,1895,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1139,-,-,-,-,-
20180126,-,-,-,0,50440,6459,261,18616,25839,12222,2217,0,6708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1109,-,-,-,-,-
20180127,-,-,-,0,45511,8615,0,13386,24557,12009,1881,0,5519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,955,-,-,-,-,-
20180128,-,-,-,0,49991,2491,460,22593,27460,11426,1964,0,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,955,-,-,-,-,-
20180129,-,-,-,0,37826,5601,165,10504,24122,10393,1782,0,3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,715,-,-,-,-,-
20180130,-,-,-,0,38952,7762,0,14741,13922,9366,1974,0,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,861,-,-,-,-,-
20180131,-,-,-,0,43613,18616,72,7886,13083,10706,2095,0,5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,726,-,-,-,-,-
