計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IHクッキングヒーター,エコキュート,寝室（娘）照明コンセント,LDK　TV　照明,冷蔵庫,未使用,洗濯機　電子レンジ,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,19887,0,0,0,5263,6612,11165,2725,0,6566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19887,-,-,667,-,-,-,-,-
20180402,-,-,-,29190,0,0,519,12781,11346,8750,2486,0,7044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29190,-,-,1435,-,-,-,-,-
20180403,-,-,-,25106,0,0,248,10182,9742,7964,2697,0,6804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25106,-,-,1002,-,-,-,-,-
20180404,-,-,-,23644,0,0,438,9078,8442,8990,2511,0,6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23644,-,-,988,-,-,-,-,-
20180405,-,-,-,21129,0,0,546,7029,8384,9566,2452,0,4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21129,-,-,504,-,-,-,-,-
20180406,-,-,-,25497,0,0,0,11319,10253,9069,2444,0,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25497,-,-,1435,-,-,-,-,-
20180407,-,-,-,23286,0,0,152,9841,7873,8868,2298,0,4954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23286,-,-,1048,-,-,-,-,-
20180408,-,-,-,25549,0,0,750,10958,10270,9183,2253,0,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25549,-,-,451,-,-,-,-,-
20180409,-,-,-,28149,0,0,1227,12750,9276,9354,2199,0,5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28149,-,-,1815,-,-,-,-,-
20180410,-,-,-,24306,0,373,596,10468,8969,7356,2192,0,5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24306,-,-,747,-,-,-,-,-
20180411,-,-,-,19533,0,0,510,6196,8224,8156,2442,0,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19533,-,-,948,-,-,-,-,-
20180412,-,-,-,20971,0,0,0,9212,8668,6037,2543,0,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20971,-,-,696,-,-,-,-,-
20180413,-,-,-,22993,0,0,388,9356,8806,8492,2298,0,4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22993,-,-,1125,-,-,-,-,-
20180414,-,-,-,24362,0,0,0,11427,8681,8310,2309,0,4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24362,-,-,1228,-,-,-,-,-
20180415,-,-,-,18945,0,0,0,4876,8790,9996,2321,0,4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18945,-,-,204,-,-,-,-,-
20180416,-,-,-,24722,0,0,0,9075,11316,10597,2022,0,5221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24722,-,-,1317,-,-,-,-,-
20180417,-,-,-,25057,0,0,0,12261,8933,8752,2277,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25057,-,-,1019,-,-,-,-,-
20180418,-,-,-,21160,0,1118,0,7040,8370,9652,2346,0,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21160,-,-,526,-,-,-,-,-
20180419,-,-,-,30785,0,2410,77,14626,11378,6531,2317,0,4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30785,-,-,1920,-,-,-,-,-
20180420,-,-,-,20235,0,1632,0,7906,7984,4529,2296,0,4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20235,-,-,602,-,-,-,-,-
20180421,-,-,-,20562,0,0,0,8757,8633,6350,2589,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20562,-,-,966,-,-,-,-,-
20180422,-,-,-,18890,0,176,0,7623,8712,5537,2916,0,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18890,-,-,668,-,-,-,-,-
20180423,-,-,-,21830,0,0,526,9029,9038,6387,2692,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21830,-,-,1314,-,-,-,-,-
20180424,-,-,-,21862,0,395,0,7384,12457,7053,2761,0,4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21862,-,-,698,-,-,-,-,-
20180425,-,-,-,24422,0,2288,0,10626,8782,6628,1909,0,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24422,-,-,1502,-,-,-,-,-
20180426,-,-,-,22071,0,1544,0,9215,7997,6336,2164,0,4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22071,-,-,887,-,-,-,-,-
20180427,-,-,-,20416,0,889,895,7259,8298,5452,2501,0,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20416,-,-,734,-,-,-,-,-
20180428,-,-,-,22983,0,1542,101,8176,11469,6553,2294,0,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22983,-,-,821,-,-,-,-,-
20180429,-,-,-,23755,0,0,891,9790,9055,7232,2995,0,4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23755,-,-,1047,-,-,-,-,-
20180430,-,-,-,18242,0,472,134,5181,9647,6970,2404,0,3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18242,-,-,304,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
