計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,洗濯機・洗面,エアコン・リビング,エアコン・主寝室,リビング、テレビ、照明,エアコン・和室１,未使用,洗面・トイレ、玄関,２階洋室、エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,12578,0,910,1086,1386,0,5825,0,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12578,-,-,-,-,-,-,-,-
20171202,-,-,-,12846,0,541,1265,442,0,7094,0,0,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846,-,-,-,-,-,-,-,-
20171203,-,-,-,11646,0,813,1351,320,0,6047,0,0,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11646,-,-,-,-,-,-,-,-
20171204,-,-,-,12947,0,458,1159,893,0,5040,0,0,1830,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12947,-,-,-,-,-,-,-,-
20171205,-,-,-,17041,0,488,1107,1996,0,7336,1782,0,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17041,-,-,-,-,-,-,-,-
20171206,-,-,-,14574,0,444,1253,1735,0,6888,439,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14574,-,-,-,-,-,-,-,-
20171207,-,-,-,16065,0,660,1244,1781,1006,6233,1597,0,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16065,-,-,-,-,-,-,-,-
20171208,-,-,-,20295,0,533,2139,1605,595,7371,3003,0,1763,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20295,-,-,-,-,-,-,-,-
20171209,-,-,-,15357,0,537,1288,2549,415,6787,0,0,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15357,-,-,-,-,-,-,-,-
20171210,-,-,-,15186,0,479,869,401,932,7367,0,0,1946,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15186,-,-,-,-,-,-,-,-
