計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,洗濯機・洗面,エアコン・リビング,エアコン・主寝室,リビング、テレビ、照明,エアコン・和室１,未使用,洗面・トイレ、玄関,２階洋室、エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,14636,0,511,3769,353,0,5339,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14636,-,-,-,-,-,-,-,-
20180302,-,-,-,11790,0,653,466,1058,0,5334,0,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11790,-,-,-,-,-,-,-,-
20180303,-,-,-,10486,0,645,470,403,0,5168,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10486,-,-,-,-,-,-,-,-
20180304,-,-,-,11289,0,492,737,195,0,5921,0,0,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11289,-,-,-,-,-,-,-,-
20180305,-,-,-,11667,0,1027,518,225,0,5285,0,0,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11667,-,-,-,-,-,-,-,-
20180306,-,-,-,15504,0,550,4020,1363,0,5005,0,0,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15504,-,-,-,-,-,-,-,-
20180307,-,-,-,11398,0,519,472,1016,0,5201,0,0,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11398,-,-,-,-,-,-,-,-
20180308,-,-,-,13548,0,512,517,732,0,5722,0,0,1805,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13548,-,-,-,-,-,-,-,-
20180309,-,-,-,15845,0,517,2792,1137,0,5715,0,0,1897,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15845,-,-,-,-,-,-,-,-
20180310,-,-,-,13422,0,609,555,1500,0,5898,0,0,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13422,-,-,-,-,-,-,-,-
20180311,-,-,-,11386,0,677,610,356,0,5813,0,0,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11386,-,-,-,-,-,-,-,-
20180312,-,-,-,10630,0,624,406,985,0,4900,0,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10630,-,-,-,-,-,-,-,-
20180313,-,-,-,10619,0,653,468,1030,0,4628,0,0,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10619,-,-,-,-,-,-,-,-
20180314,-,-,-,9858,0,786,388,581,0,4550,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858,-,-,-,-,-,-,-,-
20180315,-,-,-,9931,0,747,411,136,0,4928,0,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9931,-,-,-,-,-,-,-,-
20180316,-,-,-,13034,0,737,3826,347,0,4827,0,0,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13034,-,-,-,-,-,-,-,-
20180317,-,-,-,10955,0,580,709,347,0,4879,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10955,-,-,-,-,-,-,-,-
