計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,エアコン・キッチン,エコキュート,ＩＨ・キッチン,炊飯器冷蔵庫レンジ洗濯機,2階子供部屋エアコン,未使用,キッチン玄関・照明,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,19841,30207,35593,0,5767,2335,7267,449,0,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25227,-,-,-,-,-,-,-,-
20171102,-,-,-,15915,24018,28351,0,4683,1352,6045,0,0,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20248,-,-,-,-,-,-,-,-
20171103,-,-,-,17656,23763,29430,0,5014,2388,6012,0,0,4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23323,-,-,-,-,-,-,-,-
20171104,-,-,-,19077,22368,29622,0,5617,2823,8422,0,0,5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26331,-,-,-,-,-,-,-,-
20171105,-,-,-,17646,29487,36288,0,6582,2189,6054,0,0,5174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24447,-,-,-,-,-,-,-,-
20171106,-,-,-,16613,29935,34105,0,6376,1170,4634,0,0,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20783,-,-,-,-,-,-,-,-
20171107,-,-,-,16383,11916,15424,0,5430,475,5000,0,0,4478,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19891,-,-,-,-,-,-,-,-
20171108,-,-,-,15441,5157,8795,0,4538,1008,4874,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19079,-,-,-,-,-,-,-,-
20171109,-,-,-,16370,26018,31822,0,4988,1287,6201,0,0,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22174,-,-,-,-,-,-,-,-
20171110,-,-,-,18514,24646,29303,0,5514,1897,6301,0,0,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23171,-,-,-,-,-,-,-,-
