計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,未使用,洋室１廊下　照明・電源,作業場　事務所,リビング　エアコン　TV,電子レンジ　冷蔵庫,未使用,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,22628,0,0,3442,8712,4540,1783,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22628,-,-,-,-,-,-,-,-
20180302,-,-,-,20300,0,0,3038,8983,3079,1528,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20300,-,-,-,-,-,-,-,-
20180303,-,-,-,18142,0,0,3703,6755,2800,1685,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18142,-,-,-,-,-,-,-,-
20180304,-,-,-,11570,0,0,1753,3317,2055,1538,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11570,-,-,-,-,-,-,-,-
20180305,-,-,-,21282,0,0,945,9390,2977,1719,6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21282,-,-,-,-,-,-,-,-
20180306,-,-,-,20988,0,0,1852,8864,2794,1396,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20988,-,-,-,-,-,-,-,-
20180307,-,-,-,11725,0,0,1911,3228,2402,1594,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11725,-,-,-,-,-,-,-,-
20180308,-,-,-,20320,0,0,2236,8914,2745,1400,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20320,-,-,-,-,-,-,-,-
20180309,-,-,-,21224,0,0,2029,9199,2869,1491,5505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21224,-,-,-,-,-,-,-,-
20180310,-,-,-,19569,0,0,2526,9002,2608,1417,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19569,-,-,-,-,-,-,-,-
20180311,-,-,-,11753,0,0,2408,3183,2079,1489,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11753,-,-,-,-,-,-,-,-
20180312,-,-,-,19737,0,0,1818,8813,2671,1629,4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19737,-,-,-,-,-,-,-,-
20180313,-,-,-,20413,0,0,2261,9662,2299,1715,4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20413,-,-,-,-,-,-,-,-
20180314,-,-,-,12022,0,0,1474,3521,2365,1661,2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12022,-,-,-,-,-,-,-,-
20180315,-,-,-,18110,0,0,1594,8284,2460,1870,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18110,-,-,-,-,-,-,-,-
20180316,-,-,-,19616,0,0,1770,9504,2092,1705,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19616,-,-,-,-,-,-,-,-
20180317,-,-,-,17977,0,0,2077,8024,2671,1368,3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17977,-,-,-,-,-,-,-,-
20180318,-,-,-,12424,0,0,1791,3286,2990,1810,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12424,-,-,-,-,-,-,-,-
20180319,-,-,-,16542,0,0,1253,7078,3004,1833,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16542,-,-,-,-,-,-,-,-
20180320,-,-,-,17460,0,0,1120,8317,2466,1475,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17460,-,-,-,-,-,-,-,-
20180321,-,-,-,11612,0,0,1670,3265,2373,1686,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11612,-,-,-,-,-,-,-,-
20180322,-,-,-,18560,0,0,1541,9486,2281,1586,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18560,-,-,-,-,-,-,-,-
20180323,-,-,-,18954,0,0,1855,7937,2593,1673,4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18954,-,-,-,-,-,-,-,-
20180324,-,-,-,12790,0,0,1756,3947,2636,1545,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12790,-,-,-,-,-,-,-,-
20180325,-,-,-,11586,0,0,1699,3341,2200,1703,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11586,-,-,-,-,-,-,-,-
20180326,-,-,-,20698,0,0,2106,9107,2216,1843,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20698,-,-,-,-,-,-,-,-
20180327,-,-,-,20043,0,0,1501,9325,2545,1679,4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20043,-,-,-,-,-,-,-,-
20180328,-,-,-,11727,0,0,1394,3554,2104,1857,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11727,-,-,-,-,-,-,-,-
20180329,-,-,-,19035,0,0,1273,9175,2469,1767,4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19035,-,-,-,-,-,-,-,-
20180330,-,-,-,18431,0,0,1136,8367,2476,1752,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18431,-,-,-,-,-,-,-,-
