計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,K電源 L照明TV 洗濯,キッチンエアコン,200V和室エアコン,2Fエアコン,主寝室エアコン,リビングエアコン,未使用,未使用,小屋,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,11053,0,7631,0,0,0,360,0,0,0,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11053,-,-,-,-,-,-,-,-
20180502,-,-,-,18711,0,7792,0,0,0,7619,0,0,0,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18711,-,-,-,-,-,-,-,-
20180503,-,-,-,11117,0,7683,0,0,0,311,373,0,0,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11117,-,-,-,-,-,-,-,-
20180504,-,-,-,11416,0,7185,0,0,0,547,453,0,0,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11416,-,-,-,-,-,-,-,-
20180505,-,-,-,10643,0,7728,0,0,0,282,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10643,-,-,-,-,-,-,-,-
20180506,-,-,-,22547,0,8433,0,0,0,11017,0,0,0,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22547,-,-,-,-,-,-,-,-
20180507,-,-,-,17787,0,8275,0,0,0,6355,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17787,-,-,-,-,-,-,-,-
20180508,-,-,-,19644,0,8123,0,0,0,7939,550,0,0,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19644,-,-,-,-,-,-,-,-
20180509,-,-,-,10649,0,6779,0,0,0,352,0,0,0,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10649,-,-,-,-,-,-,-,-
20180510,-,-,-,10791,0,7612,0,0,0,331,0,0,0,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10791,-,-,-,-,-,-,-,-
20180511,-,-,-,11279,0,7513,0,0,0,334,0,0,0,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11279,-,-,-,-,-,-,-,-
20180512,-,-,-,10875,0,7778,0,0,0,204,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10875,-,-,-,-,-,-,-,-
20180513,-,-,-,21453,0,7994,0,0,0,10380,0,0,0,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21453,-,-,-,-,-,-,-,-
20180514,-,-,-,11372,0,7641,0,0,0,422,0,0,0,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11372,-,-,-,-,-,-,-,-
20180515,-,-,-,12104,0,7668,0,0,0,377,579,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12104,-,-,-,-,-,-,-,-
20180516,-,-,-,13573,0,8311,0,0,0,252,1612,0,0,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13573,-,-,-,-,-,-,-,-
20180517,-,-,-,13287,0,7859,0,0,0,218,1767,0,0,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13287,-,-,-,-,-,-,-,-
20180518,-,-,-,17957,0,8538,0,0,0,6383,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17957,-,-,-,-,-,-,-,-
20180519,-,-,-,10814,0,7997,0,0,0,494,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10814,-,-,-,-,-,-,-,-
20180520,-,-,-,11277,0,8153,0,0,0,478,0,0,0,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11277,-,-,-,-,-,-,-,-
20180521,-,-,-,10592,0,7624,0,0,0,214,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10592,-,-,-,-,-,-,-,-
20180522,-,-,-,9531,0,6719,0,0,0,198,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9531,-,-,-,-,-,-,-,-
