計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,TVレンジ食器乾照明,エアコン28照明,未使用,未使用,リビングエアコン25,洗濯機冷蔵庫二階照明,未使用,エアコン25,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,26649,0,5428,6217,0,0,11746,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26649,-,-,-,-,-,-,-,-
20171202,-,-,-,31359,0,5869,8876,0,0,12911,3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31359,-,-,-,-,-,-,-,-
20171203,-,-,-,23666,0,5737,5021,0,0,8559,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23666,-,-,-,-,-,-,-,-
20171204,-,-,-,25528,0,5173,6812,0,0,10092,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25528,-,-,-,-,-,-,-,-
20171205,-,-,-,32483,0,5511,9698,0,0,13914,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32483,-,-,-,-,-,-,-,-
20171206,-,-,-,35576,0,6369,10235,0,0,15658,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35576,-,-,-,-,-,-,-,-
20171207,-,-,-,33801,0,5956,9871,0,0,14291,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33801,-,-,-,-,-,-,-,-
20171208,-,-,-,34515,0,5756,11098,0,0,14323,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34515,-,-,-,-,-,-,-,-
20171209,-,-,-,34853,0,5348,10454,0,0,15665,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34853,-,-,-,-,-,-,-,-
20171210,-,-,-,30224,0,5024,9035,0,0,12846,3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30224,-,-,-,-,-,-,-,-
20171211,-,-,-,35248,0,5136,11635,0,0,14934,3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35248,-,-,-,-,-,-,-,-
20171212,-,-,-,42678,0,5306,14540,0,0,19521,3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42678,-,-,-,-,-,-,-,-
20171213,-,-,-,41354,0,6753,13948,0,0,17486,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41354,-,-,-,-,-,-,-,-
20171214,-,-,-,35681,0,5489,11782,0,0,14591,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35681,-,-,-,-,-,-,-,-
20171215,-,-,-,29835,0,5114,9610,0,0,11794,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29835,-,-,-,-,-,-,-,-
20171216,-,-,-,31837,0,4536,10584,0,0,13545,3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31837,-,-,-,-,-,-,-,-
20171217,-,-,-,39398,0,5429,13132,0,0,17449,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39398,-,-,-,-,-,-,-,-
20171218,-,-,-,41741,0,5199,14550,0,0,18725,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41741,-,-,-,-,-,-,-,-
20171219,-,-,-,32236,0,5615,10077,0,0,13154,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32236,-,-,-,-,-,-,-,-
20171220,-,-,-,39099,0,5969,12792,0,0,16957,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39099,-,-,-,-,-,-,-,-
20171221,-,-,-,34617,0,6230,10203,0,0,14506,3577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34617,-,-,-,-,-,-,-,-
20171222,-,-,-,33757,0,5965,10064,0,0,14215,3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33757,-,-,-,-,-,-,-,-
20171223,-,-,-,32192,0,5742,9409,0,0,13672,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32192,-,-,-,-,-,-,-,-
20171224,-,-,-,27657,0,4901,8222,0,0,10974,3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27657,-,-,-,-,-,-,-,-
20171225,-,-,-,31342,0,5063,9916,0,0,12923,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31342,-,-,-,-,-,-,-,-
20171226,-,-,-,36556,0,5999,11867,0,0,14965,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36556,-,-,-,-,-,-,-,-
20171227,-,-,-,35515,0,5642,11736,0,0,14669,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35515,-,-,-,-,-,-,-,-
20171228,-,-,-,40126,0,5770,13615,0,0,17587,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40126,-,-,-,-,-,-,-,-
20171229,-,-,-,31299,0,5178,9338,0,0,13271,3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31299,-,-,-,-,-,-,-,-
20171230,-,-,-,28065,0,4926,9408,0,0,9819,3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28065,-,-,-,-,-,-,-,-
20171231,-,-,-,27595,0,5757,8861,0,0,9065,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27595,-,-,-,-,-,-,-,-
