計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,TVレンジ食器乾照明,エアコン28照明,未使用,未使用,リビングエアコン25,洗濯機冷蔵庫二階照明,未使用,エアコン25,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,10905,0,5222,838,0,0,60,4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10905,-,-,-,-,-,-,-,-
20171002,-,-,-,10639,0,5012,841,0,0,0,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10639,-,-,-,-,-,-,-,-
20171003,-,-,-,13614,0,5012,2336,0,0,1536,4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13614,-,-,-,-,-,-,-,-
20171004,-,-,-,13549,0,4926,1976,0,0,1701,4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13549,-,-,-,-,-,-,-,-
20171005,-,-,-,12228,0,4438,1848,0,0,1159,4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12228,-,-,-,-,-,-,-,-
20171006,-,-,-,10849,0,5193,536,0,0,227,4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10849,-,-,-,-,-,-,-,-
20171007,-,-,-,17051,0,5575,3603,0,0,2678,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17051,-,-,-,-,-,-,-,-
20171008,-,-,-,17170,0,5079,4199,0,0,2955,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17170,-,-,-,-,-,-,-,-
20171009,-,-,-,17926,0,5283,4283,0,0,3495,4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17926,-,-,-,-,-,-,-,-
20171010,-,-,-,16822,0,4710,3953,0,0,3190,4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16822,-,-,-,-,-,-,-,-
20171011,-,-,-,17350,0,5135,3972,0,0,3142,4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17350,-,-,-,-,-,-,-,-
20171012,-,-,-,14927,0,4742,3383,0,0,1819,4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14927,-,-,-,-,-,-,-,-
20171013,-,-,-,9607,0,4412,545,0,0,73,4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9607,-,-,-,-,-,-,-,-
20171014,-,-,-,10154,0,5288,269,0,0,0,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10154,-,-,-,-,-,-,-,-
20171015,-,-,-,9910,0,5614,0,0,0,0,3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9910,-,-,-,-,-,-,-,-
20171016,-,-,-,9571,0,5521,0,0,0,0,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9571,-,-,-,-,-,-,-,-
20171017,-,-,-,10350,0,5765,0,0,0,0,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10350,-,-,-,-,-,-,-,-
20171018,-,-,-,9449,0,5356,0,0,0,0,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9449,-,-,-,-,-,-,-,-
20171019,-,-,-,8242,0,4239,7,0,0,0,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8242,-,-,-,-,-,-,-,-
20171020,-,-,-,10390,0,5451,188,0,0,305,4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10390,-,-,-,-,-,-,-,-
20171021,-,-,-,8743,0,4529,0,0,0,0,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8743,-,-,-,-,-,-,-,-
20171022,-,-,-,9333,0,5149,0,0,0,0,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9333,-,-,-,-,-,-,-,-
20171023,-,-,-,8760,0,4474,0,0,0,0,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760,-,-,-,-,-,-,-,-
20171024,-,-,-,10221,0,5841,137,0,0,0,3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10221,-,-,-,-,-,-,-,-
20171025,-,-,-,9181,0,4924,286,0,0,0,3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9181,-,-,-,-,-,-,-,-
20171026,-,-,-,10074,0,5332,667,0,0,0,3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10074,-,-,-,-,-,-,-,-
20171027,-,-,-,11587,0,5741,1648,0,0,0,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11587,-,-,-,-,-,-,-,-
20171028,-,-,-,10122,0,5345,162,0,0,0,4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10122,-,-,-,-,-,-,-,-
20171029,-,-,-,9881,0,5425,183,0,0,0,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881,-,-,-,-,-,-,-,-
20171030,-,-,-,10200,0,6074,156,0,0,0,3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,-,-,-,-,-,-,-,-
20171031,-,-,-,9027,0,4800,274,0,0,0,3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9027,-,-,-,-,-,-,-,-
