計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,居間AC・TV・冷蔵・レ,居間灯・寝室灯・冷蔵庫2,未使用,未使用,洋室電灯コンセント・TV,洋室AC,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,13114,0,10508,1918,0,0,43,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13114,-,-,-,-,-,-,-,-
20171202,-,-,-,9955,0,6983,2553,0,0,15,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9955,-,-,-,-,-,-,-,-
20171203,-,-,-,12834,0,7062,2155,0,0,782,2048,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12834,-,-,-,-,-,-,-,-
20171204,-,-,-,14544,0,12149,1661,0,0,15,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14544,-,-,-,-,-,-,-,-
20171205,-,-,-,14769,0,12251,1807,0,0,15,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14769,-,-,-,-,-,-,-,-
20171206,-,-,-,13712,0,11133,1791,0,0,20,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13712,-,-,-,-,-,-,-,-
20171207,-,-,-,16021,0,12635,2178,0,0,16,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16021,-,-,-,-,-,-,-,-
20171208,-,-,-,15600,0,12175,2278,0,0,20,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,-,-,-,-,-,-,-,-
20171209,-,-,-,17347,0,12037,2475,0,0,150,1984,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17347,-,-,-,-,-,-,-,-
20171210,-,-,-,22648,0,15206,2611,0,0,312,2908,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22648,-,-,-,-,-,-,-,-
20171211,-,-,-,15531,0,12790,2031,0,0,22,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15531,-,-,-,-,-,-,-,-
20171212,-,-,-,18526,0,15322,2454,0,0,26,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18526,-,-,-,-,-,-,-,-
20171213,-,-,-,19672,0,16397,2462,0,0,22,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19672,-,-,-,-,-,-,-,-
20171214,-,-,-,16851,0,13705,2165,0,0,21,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16851,-,-,-,-,-,-,-,-
20171215,-,-,-,13648,0,11370,1629,0,0,88,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13648,-,-,-,-,-,-,-,-
20171216,-,-,-,15649,0,13203,1519,0,0,20,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15649,-,-,-,-,-,-,-,-
20171217,-,-,-,11027,0,7886,1985,0,0,33,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11027,-,-,-,-,-,-,-,-
20171218,-,-,-,14914,0,11650,2185,0,0,21,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14914,-,-,-,-,-,-,-,-
20171219,-,-,-,15971,0,13004,1637,0,0,23,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15971,-,-,-,-,-,-,-,-
20171220,-,-,-,15735,0,13310,2021,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15735,-,-,-,-,-,-,-,-
20171221,-,-,-,14627,0,12081,2245,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14627,-,-,-,-,-,-,-,-
20171222,-,-,-,13037,0,10842,1744,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13037,-,-,-,-,-,-,-,-
20171223,-,-,-,25609,0,17851,3107,0,0,687,3214,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25609,-,-,-,-,-,-,-,-
20171224,-,-,-,24327,0,17252,2772,0,0,410,3154,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24327,-,-,-,-,-,-,-,-
20171225,-,-,-,13703,0,10997,1814,0,0,16,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13703,-,-,-,-,-,-,-,-
20171226,-,-,-,14478,0,12153,1610,0,0,16,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14478,-,-,-,-,-,-,-,-
20171227,-,-,-,13404,0,10971,1521,0,0,18,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13404,-,-,-,-,-,-,-,-
20171228,-,-,-,15485,0,12803,2012,0,0,18,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15485,-,-,-,-,-,-,-,-
20171229,-,-,-,22548,0,15822,2596,0,0,210,3159,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22548,-,-,-,-,-,-,-,-
20171230,-,-,-,26271,0,14749,3017,0,0,1576,6072,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26271,-,-,-,-,-,-,-,-
20171231,-,-,-,29234,0,16114,3649,0,0,2353,6244,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29234,-,-,-,-,-,-,-,-
