計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング・照明テレビ,エアコン・リビング,電子レンジ・キッチン,エアコン・和室１,冷蔵庫　洗濯機,廊下和室、照明　,未使用,ベルトランス,エアコン・和室２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,54047,0,4437,971,2403,14526,10318,1950,0,0,3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54047,-,-,-,-,-,-,-,-
20180102,-,-,-,43192,0,5332,0,2269,11155,9760,2115,0,0,5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43192,-,-,-,-,-,-,-,-
20180103,-,-,-,59649,0,5097,4407,1358,10010,8827,2052,0,0,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59649,-,-,-,-,-,-,-,-
20180104,-,-,-,42585,0,4298,950,2143,8565,7817,2793,0,0,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42585,-,-,-,-,-,-,-,-
20180105,-,-,-,38165,0,4263,0,2394,9199,10120,2143,0,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38165,-,-,-,-,-,-,-,-
20180106,-,-,-,28503,0,4151,2211,2085,5786,8058,2127,0,0,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28503,-,-,-,-,-,-,-,-
20180107,-,-,-,45702,0,5087,3294,802,7255,10518,1685,0,0,5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45702,-,-,-,-,-,-,-,-
20180108,-,-,-,21377,0,2810,108,1038,0,8449,2660,0,0,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21377,-,-,-,-,-,-,-,-
20180109,-,-,-,25211,0,3016,2075,1677,0,10621,1486,0,0,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25211,-,-,-,-,-,-,-,-
20180110,-,-,-,25106,0,3192,6818,811,0,8182,2739,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25106,-,-,-,-,-,-,-,-
20180111,-,-,-,35021,0,2503,2167,1918,0,8867,2420,0,0,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35021,-,-,-,-,-,-,-,-
20180112,-,-,-,22243,0,2679,2685,1924,0,8328,1824,0,0,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22243,-,-,-,-,-,-,-,-
20180113,-,-,-,26543,0,2738,2233,815,0,7891,1767,0,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26543,-,-,-,-,-,-,-,-
20180114,-,-,-,22918,0,2940,0,2659,0,8899,1803,0,0,5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22918,-,-,-,-,-,-,-,-
20180115,-,-,-,16339,0,2523,0,87,0,8217,2336,0,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16339,-,-,-,-,-,-,-,-
20180116,-,-,-,19295,0,2676,2915,1856,0,7147,2524,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19295,-,-,-,-,-,-,-,-
20180117,-,-,-,16821,0,2708,0,1047,0,7158,2476,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16821,-,-,-,-,-,-,-,-
20180118,-,-,-,21647,0,2591,1333,3420,0,5611,2156,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21647,-,-,-,-,-,-,-,-
20180119,-,-,-,22826,0,2395,0,2869,0,5496,2269,0,0,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22826,-,-,-,-,-,-,-,-
20180120,-,-,-,25400,0,2846,1910,1674,0,5442,1647,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25400,-,-,-,-,-,-,-,-
20180121,-,-,-,21813,0,2610,0,2102,0,6335,1607,0,0,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21813,-,-,-,-,-,-,-,-
20180122,-,-,-,25237,0,2843,3368,884,0,5542,3037,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25237,-,-,-,-,-,-,-,-
20180123,-,-,-,19253,0,2703,3508,1161,0,7965,1723,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19253,-,-,-,-,-,-,-,-
20180124,-,-,-,30260,0,2766,7477,1727,0,10043,2135,0,0,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30260,-,-,-,-,-,-,-,-
20180125,-,-,-,36161,0,2817,10662,877,0,11796,2057,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36161,-,-,-,-,-,-,-,-
20180126,-,-,-,27568,0,2972,5575,1906,0,7202,2442,0,0,5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27568,-,-,-,-,-,-,-,-
20180127,-,-,-,35719,0,2570,10070,1534,0,9216,1751,0,0,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35719,-,-,-,-,-,-,-,-
20180128,-,-,-,33053,0,2880,3440,1099,0,10437,2867,0,0,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33053,-,-,-,-,-,-,-,-
20180129,-,-,-,22394,0,2881,0,2548,0,7616,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22394,-,-,-,-,-,-,-,-
20180130,-,-,-,30273,0,3266,3592,1964,0,7515,1970,0,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30273,-,-,-,-,-,-,-,-
20180131,-,-,-,24212,0,2226,5241,2190,0,8206,1723,0,0,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24212,-,-,-,-,-,-,-,-
