計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LDK・AC,2F寝室AC（娘部屋）,冷蔵庫,レンジ・台所電灯コンセン,洗濯機・浴室・和室・玄関,2F洋室電灯コンセント,未使用,2F洋室AC,1F和室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,12314,0,0,0,726,6009,2391,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12314,-,-,-,-,-,-,-,-
20180102,-,-,-,13997,0,0,0,302,5895,1858,5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13997,-,-,-,-,-,-,-,-
20180103,-,-,-,10765,0,0,0,434,4632,1628,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10765,-,-,-,-,-,-,-,-
20180104,-,-,-,11736,0,0,0,260,4864,1920,4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11736,-,-,-,-,-,-,-,-
20180105,-,-,-,16319,0,0,0,240,5514,7413,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16319,-,-,-,-,-,-,-,-
20180106,-,-,-,12690,0,0,0,214,5499,1594,4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12690,-,-,-,-,-,-,-,-
20180107,-,-,-,10060,0,0,0,552,4252,1855,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10060,-,-,-,-,-,-,-,-
20180108,-,-,-,17558,0,0,0,279,4888,8383,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17558,-,-,-,-,-,-,-,-
20180109,-,-,-,17725,0,0,0,275,6210,7772,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17725,-,-,-,-,-,-,-,-
20180110,-,-,-,18944,0,0,0,240,6423,7353,4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18944,-,-,-,-,-,-,-,-
20180111,-,-,-,21768,0,0,0,538,6521,8269,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21768,-,-,-,-,-,-,-,-
20180112,-,-,-,18932,0,0,0,410,5769,7768,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18932,-,-,-,-,-,-,-,-
20180113,-,-,-,11581,0,0,0,402,4921,2179,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11581,-,-,-,-,-,-,-,-
20180114,-,-,-,12116,0,0,0,501,4519,2236,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12116,-,-,-,-,-,-,-,-
20180115,-,-,-,15136,0,0,0,399,6313,2286,5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15136,-,-,-,-,-,-,-,-
20180116,-,-,-,11894,0,0,0,491,5577,1488,3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11894,-,-,-,-,-,-,-,-
20180117,-,-,-,14231,0,0,0,374,5499,6007,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14231,-,-,-,-,-,-,-,-
20180118,-,-,-,10858,0,0,0,271,5360,1510,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10858,-,-,-,-,-,-,-,-
20180119,-,-,-,9519,0,0,0,271,4777,1720,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9519,-,-,-,-,-,-,-,-
20180120,-,-,-,12553,0,0,0,538,4889,1622,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12553,-,-,-,-,-,-,-,-
