計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯冷蔵台所照明レンジ,未使用,未使用,未使用,リビング照明,換気扇・浴室,未使用,２階寝室照明,２階照明･Ｌエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,8898,0,1933,0,0,0,1867,0,0,0,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8898,-,-,-,-,-,-,-,-
20180202,-,-,-,11225,0,2030,0,0,0,1090,1246,0,0,6919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11225,-,-,-,-,-,-,-,-
20180203,-,-,-,12298,0,1959,0,0,0,1988,0,0,0,8352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12298,-,-,-,-,-,-,-,-
20180204,-,-,-,14130,0,2694,0,0,0,1709,0,0,0,9756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14130,-,-,-,-,-,-,-,-
20180205,-,-,-,19502,0,2739,0,0,0,1860,2416,0,0,12266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19502,-,-,-,-,-,-,-,-
20180206,-,-,-,12269,0,2559,0,0,0,1488,0,0,54,8071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269,-,-,-,-,-,-,-,-
20180207,-,-,-,16083,0,2670,0,0,0,1679,760,0,2,10837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16083,-,-,-,-,-,-,-,-
20180208,-,-,-,13561,0,2889,0,0,0,1661,0,0,2,8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13561,-,-,-,-,-,-,-,-
20180209,-,-,-,14120,0,2600,0,0,0,1740,505,0,9,9145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14120,-,-,-,-,-,-,-,-
20180210,-,-,-,11521,0,2650,0,0,0,1382,0,0,2,7487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11521,-,-,-,-,-,-,-,-
20180211,-,-,-,12040,0,2159,0,0,0,1149,1755,0,4,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12040,-,-,-,-,-,-,-,-
20180212,-,-,-,13373,0,2538,0,0,0,1607,0,0,3,9226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13373,-,-,-,-,-,-,-,-
20180213,-,-,-,10834,0,2466,0,0,0,1499,0,0,0,6927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10834,-,-,-,-,-,-,-,-
20180214,-,-,-,8390,0,2298,0,0,0,877,934,0,6,4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8390,-,-,-,-,-,-,-,-
20180215,-,-,-,5704,0,1999,0,0,0,707,0,0,1,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5704,-,-,-,-,-,-,-,-
20180216,-,-,-,8146,0,1773,0,0,0,816,0,0,0,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8146,-,-,-,-,-,-,-,-
20180217,-,-,-,7705,0,2058,0,0,0,1319,0,0,0,4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7705,-,-,-,-,-,-,-,-
20180218,-,-,-,8334,0,2254,0,0,0,1241,578,0,0,4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8334,-,-,-,-,-,-,-,-
20180219,-,-,-,9113,0,1926,0,0,0,1209,0,0,0,6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9113,-,-,-,-,-,-,-,-
20180220,-,-,-,7715,0,1800,0,0,0,1095,0,0,0,4883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7715,-,-,-,-,-,-,-,-
20180221,-,-,-,11340,0,2217,0,0,0,1254,1273,0,0,6582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11340,-,-,-,-,-,-,-,-
20180222,-,-,-,8953,0,1997,0,0,0,1305,0,0,0,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8953,-,-,-,-,-,-,-,-
20180223,-,-,-,8826,0,1844,0,0,0,871,0,0,0,6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8826,-,-,-,-,-,-,-,-
20180224,-,-,-,7710,0,2299,0,0,0,852,0,0,326,4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7710,-,-,-,-,-,-,-,-
20180225,-,-,-,7888,0,2174,0,0,0,1328,1732,0,42,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7888,-,-,-,-,-,-,-,-
20180226,-,-,-,6057,0,1918,0,0,0,1375,0,0,0,2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6057,-,-,-,-,-,-,-,-
20180227,-,-,-,6773,0,1807,0,0,0,1438,0,0,0,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6773,-,-,-,-,-,-,-,-
20180228,-,-,-,7469,0,2131,0,0,0,1717,680,0,0,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7469,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
