計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,特定1,特定2,特定3,特定4,キッチン・冷蔵庫、テレビ,リビング廊下・照明,未使用,照明・洋室,照明・トイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,10235,0,0,0,0,0,7838,132,0,42,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10235,-,-,-,-,-,-,-,-
20180102,-,-,-,6328,0,0,0,0,0,4347,85,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328,-,-,-,-,-,-,-,-
20180103,-,-,-,5512,0,0,0,0,0,4640,665,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512,-,-,-,-,-,-,-,-
20180104,-,-,-,3769,0,0,0,0,0,3373,0,0,4,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3769,-,-,-,-,-,-,-,-
20180105,-,-,-,5612,0,0,0,0,0,3426,2693,0,410,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5612,-,-,-,-,-,-,-,-
20180106,-,-,-,5429,0,0,0,0,0,4211,610,0,24,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5429,-,-,-,-,-,-,-,-
20180107,-,-,-,4865,0,0,0,0,0,3513,1219,0,48,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865,-,-,-,-,-,-,-,-
20180108,-,-,-,3769,0,0,0,0,0,3374,141,0,105,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3769,-,-,-,-,-,-,-,-
20180109,-,-,-,4388,0,0,0,0,0,4060,140,0,21,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,-,-,-,-,-,-,-,-
20180110,-,-,-,4659,0,0,0,0,0,3679,1071,0,10,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659,-,-,-,-,-,-,-,-
20180111,-,-,-,7075,0,0,0,0,0,6226,290,0,7,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7075,-,-,-,-,-,-,-,-
20180112,-,-,-,3906,0,0,0,0,0,3741,433,0,5,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906,-,-,-,-,-,-,-,-
20180113,-,-,-,7150,0,0,0,0,0,5858,1526,0,22,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150,-,-,-,-,-,-,-,-
20180114,-,-,-,8756,0,0,0,0,0,7762,1330,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8756,-,-,-,-,-,-,-,-
