計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,特定1,特定2,特定3,特定4,キッチン・冷蔵庫、テレビ,リビング廊下・照明,未使用,照明・洋室,照明・トイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,7054,0,0,0,0,0,5160,1952,0,12,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7054,-,-,-,-,-,-,-,-
20180302,-,-,-,5576,0,0,0,0,0,5162,59,0,8,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5576,-,-,-,-,-,-,-,-
20180303,-,-,-,5858,0,0,0,0,0,3821,2427,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858,-,-,-,-,-,-,-,-
20180304,-,-,-,6829,0,0,0,0,0,5478,1632,0,86,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6829,-,-,-,-,-,-,-,-
20180305,-,-,-,4133,0,0,0,0,0,3687,0,0,1,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4133,-,-,-,-,-,-,-,-
20180306,-,-,-,7129,0,0,0,0,0,6737,3,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7129,-,-,-,-,-,-,-,-
20180307,-,-,-,5062,0,0,0,0,0,4260,741,0,6,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5062,-,-,-,-,-,-,-,-
20180308,-,-,-,3714,0,0,0,0,0,3544,0,0,33,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3714,-,-,-,-,-,-,-,-
20180309,-,-,-,6097,0,0,0,0,0,5570,6,0,304,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6097,-,-,-,-,-,-,-,-
20180310,-,-,-,6504,0,0,0,0,0,4320,2724,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6504,-,-,-,-,-,-,-,-
20180311,-,-,-,6442,0,0,0,0,0,4656,1905,0,2,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,-,-,-,-,-,-,-,-
20180312,-,-,-,5375,0,0,0,0,0,4812,1,0,6,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5375,-,-,-,-,-,-,-,-
20180313,-,-,-,7110,0,0,0,0,0,6467,7,0,17,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7110,-,-,-,-,-,-,-,-
20180314,-,-,-,4824,0,0,0,0,0,3805,1,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4824,-,-,-,-,-,-,-,-
20180315,-,-,-,5284,0,0,0,0,0,4098,758,0,2,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5284,-,-,-,-,-,-,-,-
20180316,-,-,-,5039,0,0,0,0,0,4277,3,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039,-,-,-,-,-,-,-,-
20180317,-,-,-,4911,0,0,0,0,0,4465,0,0,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4911,-,-,-,-,-,-,-,-
20180318,-,-,-,6213,0,0,0,0,0,4341,2490,0,18,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6213,-,-,-,-,-,-,-,-
20180319,-,-,-,5338,0,0,0,0,0,4592,671,0,37,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5338,-,-,-,-,-,-,-,-
20180320,-,-,-,8454,0,0,0,0,0,7073,915,0,4,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8454,-,-,-,-,-,-,-,-
20180321,-,-,-,5337,0,0,0,0,0,4390,998,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5337,-,-,-,-,-,-,-,-
20180322,-,-,-,6972,0,0,0,0,0,4953,2396,0,4,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6972,-,-,-,-,-,-,-,-
20180323,-,-,-,4281,0,0,0,0,0,3561,780,0,5,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4281,-,-,-,-,-,-,-,-
20180324,-,-,-,4772,0,0,0,0,0,4146,738,0,26,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4772,-,-,-,-,-,-,-,-
20180325,-,-,-,6996,0,0,0,0,0,4779,2755,0,11,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6996,-,-,-,-,-,-,-,-
20180326,-,-,-,5673,0,0,0,0,0,4124,2304,0,10,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5673,-,-,-,-,-,-,-,-
20180327,-,-,-,6388,0,0,0,0,0,3730,4003,0,1,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6388,-,-,-,-,-,-,-,-
20180328,-,-,-,5424,0,0,0,0,0,4253,1411,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424,-,-,-,-,-,-,-,-
20180329,-,-,-,5382,0,0,0,0,0,3905,674,0,6,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5382,-,-,-,-,-,-,-,-
20180330,-,-,-,6560,0,0,0,0,0,5314,1113,0,6,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6560,-,-,-,-,-,-,-,-
