計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,リビング・テレビ　照明,2階洋室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,14597,0,0,487,3482,2233,0,1919,0,1998,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14597,-,-,-,-,-,-,-,-
20180202,-,-,-,18451,0,0,309,7868,1736,0,1929,0,2018,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18451,-,-,-,-,-,-,-,-
20180203,-,-,-,19468,0,50,204,9276,1570,0,1778,0,2060,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19468,-,-,-,-,-,-,-,-
20180204,-,-,-,15055,0,55,329,4042,2020,0,1933,0,2048,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15055,-,-,-,-,-,-,-,-
20180205,-,-,-,14850,0,0,681,4557,1382,0,1768,0,1802,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14850,-,-,-,-,-,-,-,-
20180206,-,-,-,21219,0,50,796,9476,2129,0,1887,0,2099,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21219,-,-,-,-,-,-,-,-
20180207,-,-,-,20837,0,0,451,9122,1636,0,1810,0,1975,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20837,-,-,-,-,-,-,-,-
20180208,-,-,-,16195,0,0,688,4483,2582,0,1889,0,1859,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16195,-,-,-,-,-,-,-,-
20180209,-,-,-,18819,0,0,549,5529,3918,0,1841,0,2419,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18819,-,-,-,-,-,-,-,-
20180210,-,-,-,16959,0,0,860,6727,379,0,2118,0,2235,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16959,-,-,-,-,-,-,-,-
