計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,リビング・テレビ　照明,2階洋室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,23177,0,58,840,10300,2203,0,2016,0,2478,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23177,-,-,-,-,-,-,-,-
20180102,-,-,-,18961,0,0,995,8277,142,0,2182,0,2108,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18961,-,-,-,-,-,-,-,-
20180103,-,-,-,17643,0,53,631,6392,2232,0,1921,0,1825,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17643,-,-,-,-,-,-,-,-
20180104,-,-,-,19253,0,0,521,7975,2685,0,1893,0,1769,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19253,-,-,-,-,-,-,-,-
20180105,-,-,-,16780,0,0,628,3554,3933,0,1989,0,2073,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16780,-,-,-,-,-,-,-,-
20180106,-,-,-,14229,0,56,255,4553,1147,0,2048,0,1692,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14229,-,-,-,-,-,-,-,-
20180107,-,-,-,20713,0,0,209,10033,2136,0,1702,0,2011,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20713,-,-,-,-,-,-,-,-
20180108,-,-,-,12739,0,0,280,1974,2129,0,1912,0,2010,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12739,-,-,-,-,-,-,-,-
20180109,-,-,-,15903,0,51,791,6189,612,0,1845,0,2156,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15903,-,-,-,-,-,-,-,-
20180110,-,-,-,16043,0,0,688,5367,1677,0,1803,0,2141,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16043,-,-,-,-,-,-,-,-
20180111,-,-,-,19056,0,0,684,7357,1948,0,1961,0,2278,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19056,-,-,-,-,-,-,-,-
20180112,-,-,-,23942,0,0,317,11465,3220,0,1787,0,2506,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23942,-,-,-,-,-,-,-,-
20180113,-,-,-,16856,0,0,923,5158,2040,0,2013,0,1975,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16856,-,-,-,-,-,-,-,-
20180114,-,-,-,20848,0,53,299,7881,4273,0,1795,0,1984,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20848,-,-,-,-,-,-,-,-
20180115,-,-,-,15862,0,0,1031,5049,1692,0,1787,0,1820,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15862,-,-,-,-,-,-,-,-
20180116,-,-,-,14839,0,0,335,4496,1790,0,1748,0,1898,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14839,-,-,-,-,-,-,-,-
20180117,-,-,-,14475,0,0,347,5949,0,0,2135,0,1936,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14475,-,-,-,-,-,-,-,-
20180118,-,-,-,15994,0,0,468,3802,3315,0,2035,0,2024,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15994,-,-,-,-,-,-,-,-
20180119,-,-,-,15249,0,0,410,3743,2594,0,2095,0,1881,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15249,-,-,-,-,-,-,-,-
20180120,-,-,-,15106,0,50,233,5520,1751,0,1754,0,1565,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15106,-,-,-,-,-,-,-,-
