計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,スポットライト,未使用,エコキュート,未使用,シャンデリア,ワインセラー,未使用,厨房換気扇,ペンダント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,25308,0,3883,0,13763,0,8138,481,0,7615,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25308,-,-,1246,-,-,-,-,-
20180302,-,-,-,27565,0,3664,0,18579,0,117,544,0,8727,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27565,-,-,1785,-,-,-,-,-
20180303,-,-,-,27305,0,3626,0,21483,0,2936,452,0,9203,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27305,-,-,1533,-,-,-,-,-
20180304,-,-,-,13994,0,0,0,10024,0,0,487,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13994,-,-,0,-,-,-,-,-
20180305,-,-,-,21504,0,1683,0,8463,0,0,522,0,4722,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21504,-,-,786,-,-,-,-,-
20180306,-,-,-,24816,0,1687,0,11202,0,2973,499,0,5993,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24816,-,-,642,-,-,-,-,-
20180307,-,-,-,24619,0,2485,0,13312,0,1990,460,0,6522,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24619,-,-,991,-,-,-,-,-
20180308,-,-,-,22896,0,2727,0,13441,0,3628,440,0,6782,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22896,-,-,1094,-,-,-,-,-
20180309,-,-,-,23456,0,2359,0,16567,0,2606,444,0,7388,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23456,-,-,1132,-,-,-,-,-
20180310,-,-,-,23618,0,2810,0,17591,0,2422,460,0,7412,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23618,-,-,1034,-,-,-,-,-
20180311,-,-,-,11752,0,0,0,5172,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11752,-,-,0,-,-,-,-,-
20180312,-,-,-,23151,0,3102,0,9223,0,2601,460,0,7507,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23151,-,-,1190,-,-,-,-,-
20180313,-,-,-,24165,0,3171,0,10629,0,4295,489,0,7741,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24165,-,-,962,-,-,-,-,-
20180314,-,-,-,24910,0,2177,0,10314,0,1482,556,0,8179,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24910,-,-,865,-,-,-,-,-
20180315,-,-,-,25009,0,2120,0,9001,0,1829,531,0,6651,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25009,-,-,692,-,-,-,-,-
20180316,-,-,-,24745,0,2804,0,9416,0,2249,532,0,7828,4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24745,-,-,1135,-,-,-,-,-
20180317,-,-,-,22830,0,3313,0,15504,0,2909,498,0,6429,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22830,-,-,1273,-,-,-,-,-
20180318,-,-,-,11359,0,0,0,7165,0,0,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11359,-,-,0,-,-,-,-,-
20180319,-,-,-,20136,0,1373,0,6470,0,0,522,0,4883,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20136,-,-,849,-,-,-,-,-
20180320,-,-,-,25518,0,2599,0,13091,0,2190,476,0,5338,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25518,-,-,1386,-,-,-,-,-
20180321,-,-,-,24021,0,3058,0,13235,0,3008,390,0,5911,3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24021,-,-,1181,-,-,-,-,-
20180322,-,-,-,25255,0,1489,0,13647,0,2084,460,0,7300,3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25255,-,-,1174,-,-,-,-,-
20180323,-,-,-,25519,0,1790,0,18037,0,3141,481,0,6980,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25519,-,-,1278,-,-,-,-,-
