計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・食器洗乾燥機・,ＩＨ・キッチン,エアコン・リビング,冷蔵庫・キッチン,洗濯機・洗面,冷蔵庫・納戸,未使用,洋室１・テレビ,和室寝室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,11949,0,2273,252,0,2839,0,0,0,696,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11949,-,-,-,-,-,-,-,-
20180402,-,-,-,12518,0,2615,280,0,3175,92,0,0,706,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12518,-,-,-,-,-,-,-,-
20180403,-,-,-,11744,0,2257,91,0,2936,0,0,0,682,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11744,-,-,-,-,-,-,-,-
20180404,-,-,-,11861,0,2203,520,0,2754,0,6,0,695,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11861,-,-,-,-,-,-,-,-
20180405,-,-,-,12853,0,2738,388,0,3242,74,5,0,716,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12853,-,-,-,-,-,-,-,-
20180406,-,-,-,12711,0,2680,244,0,3212,0,2,0,723,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12711,-,-,-,-,-,-,-,-
20180407,-,-,-,11452,0,2688,0,0,2230,0,0,0,731,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11452,-,-,-,-,-,-,-,-
20180408,-,-,-,11702,0,2071,26,0,2270,0,1,0,875,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702,-,-,-,-,-,-,-,-
20180409,-,-,-,11148,0,2202,37,0,2559,0,0,0,684,3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11148,-,-,-,-,-,-,-,-
20180410,-,-,-,12373,0,3356,183,0,2292,104,1,0,682,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12373,-,-,-,-,-,-,-,-
20180411,-,-,-,11141,0,1925,302,0,2848,0,0,0,675,3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11141,-,-,-,-,-,-,-,-
20180412,-,-,-,11725,0,2330,0,0,2643,0,0,0,734,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11725,-,-,-,-,-,-,-,-
20180413,-,-,-,12388,0,2580,396,0,2666,91,4,0,696,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12388,-,-,-,-,-,-,-,-
20180414,-,-,-,11637,0,2213,88,0,2772,0,0,0,697,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11637,-,-,-,-,-,-,-,-
20180415,-,-,-,11766,0,2270,389,0,2384,0,0,0,700,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11766,-,-,-,-,-,-,-,-
20180416,-,-,-,12261,0,2547,300,0,2572,79,0,0,674,3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12261,-,-,-,-,-,-,-,-
20180417,-,-,-,14092,0,2277,396,0,2389,0,3,0,703,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14092,-,-,-,-,-,-,-,-
20180418,-,-,-,13434,0,2582,290,0,2520,0,0,0,695,4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13434,-,-,-,-,-,-,-,-
20180419,-,-,-,11531,0,2281,210,0,2472,76,1,0,685,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11531,-,-,-,-,-,-,-,-
20180420,-,-,-,12157,0,2279,1144,0,2141,77,0,0,712,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12157,-,-,-,-,-,-,-,-
20180421,-,-,-,11927,0,2185,0,0,3044,0,0,0,862,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11927,-,-,-,-,-,-,-,-
20180422,-,-,-,12531,0,2531,641,0,2818,107,13,0,723,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12531,-,-,-,-,-,-,-,-
20180423,-,-,-,12254,0,2808,0,0,3259,0,0,0,728,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12254,-,-,-,-,-,-,-,-
20180424,-,-,-,13544,0,3106,707,0,3425,74,0,0,677,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13544,-,-,-,-,-,-,-,-
20180425,-,-,-,11440,0,2075,561,0,2337,0,0,0,660,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440,-,-,-,-,-,-,-,-
20180426,-,-,-,12123,0,2416,812,0,2216,145,0,0,685,3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12123,-,-,-,-,-,-,-,-
20180427,-,-,-,13193,0,3524,225,0,2785,93,0,0,687,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13193,-,-,-,-,-,-,-,-
20180428,-,-,-,12488,0,2528,108,0,3050,157,2,0,697,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12488,-,-,-,-,-,-,-,-
20180429,-,-,-,12554,0,2804,108,0,2809,153,27,0,747,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12554,-,-,-,-,-,-,-,-
20180430,-,-,-,12523,0,2532,80,0,3480,0,0,0,680,3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12523,-,-,-,-,-,-,-,-
