計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・食器洗乾燥機・,ＩＨ・キッチン,エアコン・リビング,冷蔵庫・キッチン,洗濯機・洗面,冷蔵庫・納戸,未使用,洋室１・テレビ,和室寝室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,11838,0,2241,0,0,2076,0,840,0,707,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11838,-,-,-,-,-,-,-,-
20180302,-,-,-,13311,0,2198,0,0,2404,91,838,0,1287,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13311,-,-,-,-,-,-,-,-
20180303,-,-,-,12397,0,2093,0,0,2088,0,851,0,1235,3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12397,-,-,-,-,-,-,-,-
20180304,-,-,-,13747,0,1949,0,0,3427,0,802,0,1253,3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13747,-,-,-,-,-,-,-,-
20180305,-,-,-,13938,0,2784,0,0,2837,0,786,0,1674,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13938,-,-,-,-,-,-,-,-
20180306,-,-,-,13414,0,3330,0,0,1906,0,826,0,1240,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13414,-,-,-,-,-,-,-,-
20180307,-,-,-,13395,0,2952,0,0,2698,105,828,0,736,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13395,-,-,-,-,-,-,-,-
20180308,-,-,-,11997,0,2414,0,0,2555,0,499,0,688,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11997,-,-,-,-,-,-,-,-
20180309,-,-,-,11228,0,2438,0,0,2190,89,0,0,679,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11228,-,-,-,-,-,-,-,-
20180310,-,-,-,12671,0,2254,0,0,2462,0,0,0,1210,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12671,-,-,-,-,-,-,-,-
