計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ,和室クーラー,2階クーラー,洋室クーラー,2階電灯コンセント,キッチン冷蔵庫,未使用,洋室照明,電子レンジ予備用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,6176,0,172,0,0,0,210,1535,0,1762,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6176,-,-,-,-,-,-,-,-
20171102,-,-,-,5619,0,292,0,0,0,137,1556,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5619,-,-,-,-,-,-,-,-
20171103,-,-,-,6380,0,207,0,0,0,255,1320,0,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6380,-,-,-,-,-,-,-,-
20171104,-,-,-,6654,0,292,0,0,0,241,2051,0,1460,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6654,-,-,-,-,-,-,-,-
20171105,-,-,-,5696,0,231,0,0,0,378,1655,0,1140,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5696,-,-,-,-,-,-,-,-
20171106,-,-,-,5762,0,196,0,0,0,199,1569,0,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762,-,-,-,-,-,-,-,-
20171107,-,-,-,6629,0,518,0,0,0,242,1914,0,1406,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6629,-,-,-,-,-,-,-,-
20171108,-,-,-,7478,0,281,0,0,0,193,2282,0,2070,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7478,-,-,-,-,-,-,-,-
20171109,-,-,-,5578,0,292,0,0,0,37,1695,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5578,-,-,-,-,-,-,-,-
20171110,-,-,-,6434,0,270,0,0,0,32,1789,0,1946,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6434,-,-,-,-,-,-,-,-
20171111,-,-,-,6587,0,278,0,0,0,143,1626,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587,-,-,-,-,-,-,-,-
20171112,-,-,-,6589,0,401,0,0,0,103,1705,0,1704,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6589,-,-,-,-,-,-,-,-
20171113,-,-,-,7877,0,611,0,0,0,221,2069,0,2499,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7877,-,-,-,-,-,-,-,-
20171114,-,-,-,6702,0,263,0,0,0,185,1995,0,1399,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6702,-,-,-,-,-,-,-,-
20171115,-,-,-,6327,0,309,0,0,0,32,1531,0,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6327,-,-,-,-,-,-,-,-
20171116,-,-,-,6205,0,279,0,0,0,1,1456,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6205,-,-,-,-,-,-,-,-
20171117,-,-,-,5689,0,197,0,0,0,63,1186,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5689,-,-,-,-,-,-,-,-
20171118,-,-,-,5172,0,156,0,0,0,157,1186,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5172,-,-,-,-,-,-,-,-
20171119,-,-,-,7018,0,351,0,0,0,118,1395,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7018,-,-,-,-,-,-,-,-
20171120,-,-,-,7143,0,236,0,0,0,122,1887,0,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143,-,-,-,-,-,-,-,-
20171121,-,-,-,5390,0,169,0,0,0,41,1322,0,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5390,-,-,-,-,-,-,-,-
20171122,-,-,-,4684,0,0,0,0,0,0,1213,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4684,-,-,-,-,-,-,-,-
20171123,-,-,-,4552,0,152,0,0,0,3,987,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4552,-,-,-,-,-,-,-,-
20171124,-,-,-,6586,0,252,0,0,0,11,1494,0,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586,-,-,-,-,-,-,-,-
20171125,-,-,-,6967,0,346,0,0,0,2,1682,0,1872,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6967,-,-,-,-,-,-,-,-
20171126,-,-,-,6979,0,289,0,0,0,2,1688,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6979,-,-,-,-,-,-,-,-
20171127,-,-,-,6285,0,206,0,0,0,2,1486,0,2222,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6285,-,-,-,-,-,-,-,-
20171128,-,-,-,6400,0,169,0,0,0,5,1833,0,2008,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,-,-,-,-,-,-,-,-
20171129,-,-,-,4545,0,0,0,0,0,3,1166,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,-,-,-,-,-,-,-,-
20171130,-,-,-,6499,0,142,0,0,0,124,1617,0,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6499,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
