計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IH,エコキュート,主寝室エアコン,冷蔵庫,LDK・電灯コンセント,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,22538,23105,31023,3280,14602,0,6415,2720,0,261,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30456,-,-,-,-,-,-,-,-
20180202,-,-,-,24413,8086,16246,2815,18278,0,6858,3862,0,1069,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32573,-,-,-,-,-,-,-,-
20180203,-,-,-,20169,24210,36670,2890,16436,0,6312,3488,0,863,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32629,-,-,-,-,-,-,-,-
20180204,-,-,-,26584,22024,37333,3220,17197,0,6590,3906,0,816,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41893,-,-,-,-,-,-,-,-
20180205,-,-,-,24275,28677,37803,2563,19015,0,6255,2771,0,393,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33401,-,-,-,-,-,-,-,-
20180206,-,-,-,30729,26576,36197,3050,17695,1928,6466,3006,0,897,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40350,-,-,-,-,-,-,-,-
20180207,-,-,-,33179,24614,35440,3600,17885,2069,6571,2760,0,642,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44005,-,-,-,-,-,-,-,-
20180208,-,-,-,28689,36026,46498,3587,18795,0,6497,2847,0,516,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39161,-,-,-,-,-,-,-,-
20180209,-,-,-,28423,17706,24863,3613,16738,0,6665,3849,0,671,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35580,-,-,-,-,-,-,-,-
20180210,-,-,-,35943,0,2397,3390,12961,0,6464,3369,0,240,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38340,-,-,-,-,-,-,-,-
20180211,-,-,-,24930,23268,35758,3071,16905,0,6449,2838,0,461,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37420,-,-,-,-,-,-,-,-
20180212,-,-,-,32213,10722,20052,3901,16380,0,6450,3562,0,713,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41543,-,-,-,-,-,-,-,-
20180213,-,-,-,29170,27874,33684,2206,16901,0,5746,2704,0,585,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34980,-,-,-,-,-,-,-,-
20180214,-,-,-,25807,29600,40310,3116,17849,0,6741,3751,0,523,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36517,-,-,-,-,-,-,-,-
20180215,-,-,-,30205,121,4023,2664,14334,0,6239,4473,0,410,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34107,-,-,-,-,-,-,-,-
20180216,-,-,-,22900,1754,5869,2713,17053,0,6328,2506,0,458,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27015,-,-,-,-,-,-,-,-
20180217,-,-,-,20444,39122,51513,2583,16232,0,6222,4888,0,394,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32835,-,-,-,-,-,-,-,-
20180218,-,-,-,22860,35990,47506,2958,18176,0,6078,3794,0,848,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34376,-,-,-,-,-,-,-,-
20180219,-,-,-,25710,2343,6604,2591,14230,0,6150,3171,0,282,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29971,-,-,-,-,-,-,-,-
20180220,-,-,-,21888,43993,50557,2631,13046,0,5697,2758,0,630,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28452,-,-,-,-,-,-,-,-
20180221,-,-,-,23134,18323,26739,3376,14172,0,6312,2835,0,522,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31550,-,-,-,-,-,-,-,-
20180222,-,-,-,22688,23890,36346,5775,17320,0,6395,2810,0,660,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35144,-,-,-,-,-,-,-,-
20180223,-,-,-,24080,42115,48370,3964,17840,0,6297,2795,0,650,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30335,-,-,-,-,-,-,-,-
