計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IH,エコキュート,主寝室エアコン,冷蔵庫,LDK・電灯コンセント,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,9802,44068,54157,1513,9987,0,7188,2623,0,257,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19891,-,-,-,-,-,-,-,-
20180602,-,-,-,14875,43986,52729,1682,6251,0,7302,2140,0,247,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23618,-,-,-,-,-,-,-,-
20180603,-,-,-,12413,29176,40189,2376,8894,0,7371,2867,0,758,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23426,-,-,-,-,-,-,-,-
20180604,-,-,-,15193,34000,42127,3298,9637,352,7633,2090,0,516,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23320,-,-,-,-,-,-,-,-
20180605,-,-,-,18147,3263,8513,3458,7999,0,7352,2634,0,169,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23397,-,-,-,-,-,-,-,-
20180606,-,-,-,17191,7756,13846,2219,8556,0,7368,2362,0,836,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23281,-,-,-,-,-,-,-,-
20180607,-,-,-,14091,27922,36133,2281,8808,0,7474,2058,0,497,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22302,-,-,-,-,-,-,-,-
20180608,-,-,-,14778,26112,33779,2083,7482,414,7389,2421,0,254,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22445,-,-,-,-,-,-,-,-
20180609,-,-,-,13470,32569,43646,2254,8170,367,7637,2837,0,501,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24547,-,-,-,-,-,-,-,-
20180610,-,-,-,14109,7621,18611,2860,7680,0,7884,2509,0,491,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25099,-,-,-,-,-,-,-,-
