計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,寝室AC,座敷AC・200V,LDK電灯コン・冷蔵庫1,洋室電灯コンセ・冷蔵庫2,浴室・脱衣所・洗濯機,未使用,座敷電灯コンセント,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,12881,0,0,0,0,6918,3628,609,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12881,-,-,-,-,-,-,-,-
20180302,-,-,-,18821,0,2524,0,0,6624,3857,412,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18821,-,-,-,-,-,-,-,-
20180303,-,-,-,15337,0,0,0,0,8918,3494,876,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15337,-,-,-,-,-,-,-,-
20180304,-,-,-,12772,0,0,0,0,6953,4174,689,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12772,-,-,-,-,-,-,-,-
20180305,-,-,-,15715,0,0,0,0,7049,5659,512,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15715,-,-,-,-,-,-,-,-
20180306,-,-,-,16142,0,1075,0,0,7295,3686,772,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16142,-,-,-,-,-,-,-,-
20180307,-,-,-,16545,0,1037,0,0,7689,4004,934,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16545,-,-,-,-,-,-,-,-
20180308,-,-,-,14752,0,0,0,0,7896,3722,948,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14752,-,-,-,-,-,-,-,-
20180309,-,-,-,16639,0,1436,0,0,7781,2907,732,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16639,-,-,-,-,-,-,-,-
20180310,-,-,-,16526,0,1565,0,0,7603,4307,648,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16526,-,-,-,-,-,-,-,-
20180311,-,-,-,16742,0,1131,0,0,7003,4013,953,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16742,-,-,-,-,-,-,-,-
20180312,-,-,-,13770,0,0,0,0,7280,3224,547,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13770,-,-,-,-,-,-,-,-
20180313,-,-,-,14039,0,0,0,0,7067,4210,696,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14039,-,-,-,-,-,-,-,-
20180314,-,-,-,13230,0,0,0,0,6444,3735,1165,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13230,-,-,-,-,-,-,-,-
20180315,-,-,-,13374,0,0,0,0,7708,3218,857,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13374,-,-,-,-,-,-,-,-
20180316,-,-,-,14951,0,0,0,0,7924,3397,976,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14951,-,-,-,-,-,-,-,-
20180317,-,-,-,13427,0,0,0,0,6614,3567,881,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13427,-,-,-,-,-,-,-,-
20180318,-,-,-,16168,0,0,0,0,9265,3992,819,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168,-,-,-,-,-,-,-,-
20180319,-,-,-,15461,0,0,0,0,7403,5827,934,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15461,-,-,-,-,-,-,-,-
20180320,-,-,-,13886,0,0,0,0,8016,2938,680,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13886,-,-,-,-,-,-,-,-
20180321,-,-,-,19079,0,695,0,0,9284,4041,1133,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19079,-,-,-,-,-,-,-,-
20180322,-,-,-,14511,0,0,0,0,7239,3922,581,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14511,-,-,-,-,-,-,-,-
20180323,-,-,-,17565,0,1204,0,0,7048,5215,679,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17565,-,-,-,-,-,-,-,-
20180324,-,-,-,13984,0,0,0,0,7910,4496,444,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13984,-,-,-,-,-,-,-,-
20180325,-,-,-,15482,0,0,0,0,7426,4339,1086,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15482,-,-,-,-,-,-,-,-
20180326,-,-,-,13301,0,0,0,0,7116,3675,589,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13301,-,-,-,-,-,-,-,-
20180327,-,-,-,14644,0,0,0,0,7604,3353,971,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14644,-,-,-,-,-,-,-,-
20180328,-,-,-,11615,0,0,0,0,6126,3678,751,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11615,-,-,-,-,-,-,-,-
20180329,-,-,-,12980,0,0,0,0,6848,4561,676,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12980,-,-,-,-,-,-,-,-
20180330,-,-,-,14381,0,0,0,0,7580,4083,1022,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14381,-,-,-,-,-,-,-,-
20180331,-,-,-,11904,0,0,0,0,6656,3836,561,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11904,-,-,-,-,-,-,-,-
