計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,K電源 L照明TV 洗濯,キッチンエアコン,200V和室エアコン,2Fエアコン,主寝室エアコン,リビングエアコン,未使用,未使用,小屋,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,22864,0,9907,0,0,4931,1812,3828,0,0,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22864,-,-,-,-,-,-,-,-
20180102,-,-,-,23217,0,10398,0,0,4449,1955,3409,0,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23217,-,-,-,-,-,-,-,-
20180103,-,-,-,19625,0,9193,0,0,0,1190,6650,0,0,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19625,-,-,-,-,-,-,-,-
20180104,-,-,-,33359,0,9412,0,401,6397,2003,11706,0,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33359,-,-,-,-,-,-,-,-
20180105,-,-,-,28527,0,9149,0,0,4736,8262,3022,0,0,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28527,-,-,-,-,-,-,-,-
20180106,-,-,-,17872,0,8849,0,0,4459,1075,0,0,0,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17872,-,-,-,-,-,-,-,-
20180107,-,-,-,35457,0,10762,0,6758,6256,1967,5901,0,0,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35457,-,-,-,-,-,-,-,-
20180108,-,-,-,30217,0,9945,0,0,2581,9649,4305,0,0,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30217,-,-,-,-,-,-,-,-
20180109,-,-,-,25402,0,9751,0,0,3172,6189,1639,0,0,4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25402,-,-,-,-,-,-,-,-
20180110,-,-,-,41954,0,9943,0,0,4952,10959,12150,0,0,3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41954,-,-,-,-,-,-,-,-
