計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,K電源 L照明TV 洗濯,キッチンエアコン,200V和室エアコン,2Fエアコン,主寝室エアコン,リビングエアコン,未使用,未使用,小屋,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,12223,0,7513,0,0,0,339,610,0,0,3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12223,-,-,-,-,-,-,-,-
20180602,-,-,-,13065,0,8286,0,0,0,222,678,0,0,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13065,-,-,-,-,-,-,-,-
20180603,-,-,-,13838,0,7773,0,0,0,359,1178,0,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13838,-,-,-,-,-,-,-,-
20180604,-,-,-,13132,0,7509,0,0,0,236,1577,0,0,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13132,-,-,-,-,-,-,-,-
20180605,-,-,-,20333,0,7963,0,0,0,9357,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20333,-,-,-,-,-,-,-,-
20180606,-,-,-,18385,0,7534,0,0,0,7907,0,0,0,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18385,-,-,-,-,-,-,-,-
20180607,-,-,-,12545,0,7278,0,0,0,199,1317,0,0,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12545,-,-,-,-,-,-,-,-
20180608,-,-,-,18626,0,7861,0,0,0,3701,2456,0,0,4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18626,-,-,-,-,-,-,-,-
20180609,-,-,-,17277,0,8260,0,0,0,2272,2523,0,0,3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17277,-,-,-,-,-,-,-,-
20180610,-,-,-,19780,0,8246,0,0,301,5381,2148,0,0,3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19780,-,-,-,-,-,-,-,-
20180611,-,-,-,22492,0,7899,0,0,0,10668,0,0,0,3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22492,-,-,-,-,-,-,-,-
20180612,-,-,-,13697,0,8223,0,0,0,304,542,0,0,4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13697,-,-,-,-,-,-,-,-
20180613,-,-,-,12083,0,7327,0,0,0,264,1064,0,0,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12083,-,-,-,-,-,-,-,-
20180614,-,-,-,13519,0,7493,0,0,0,3195,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13519,-,-,-,-,-,-,-,-
20180615,-,-,-,12855,0,8196,0,0,0,334,957,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12855,-,-,-,-,-,-,-,-
