計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,洋間・エアコン200V,エコキュート,不明,不明,不明,未使用,不明,LDK・エアコン100V,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,28716,0,580,0,7243,0,11,12,0,1768,7774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28716,-,-,274,-,-,-,-,-
20180202,-,-,-,31810,0,1255,0,7123,356,15,16,0,1734,9582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31810,-,-,333,-,-,-,-,-
20180203,-,-,-,36123,0,1641,0,6558,1,12,151,0,1878,10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36123,-,-,191,-,-,-,-,-
20180204,-,-,-,48608,0,920,0,13881,0,10,324,0,2000,16344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48608,-,-,623,-,-,-,-,-
20180205,-,-,-,39603,0,1162,0,4692,0,72,359,0,2272,15284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39603,-,-,487,-,-,-,-,-
20180206,-,-,-,39423,0,769,0,7287,112,11,211,0,1722,12787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39423,-,-,425,-,-,-,-,-
20180207,-,-,-,28427,0,205,0,7327,0,15,7,0,1996,7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28427,-,-,288,-,-,-,-,-
20180208,-,-,-,28348,0,282,0,7233,0,11,21,0,1801,8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28348,-,-,283,-,-,-,-,-
20180209,-,-,-,36523,0,2053,0,9074,101,11,298,0,1874,9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36523,-,-,457,-,-,-,-,-
20180210,-,-,-,43181,0,1427,4364,12335,0,581,468,0,1704,7567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43181,-,-,395,-,-,-,-,-
20180211,-,-,-,48469,0,1610,2969,7337,1,734,403,0,1816,16455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48469,-,-,549,-,-,-,-,-
20180212,-,-,-,50772,0,1396,449,13639,0,700,219,0,2426,16275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50772,-,-,736,-,-,-,-,-
20180213,-,-,-,39182,0,479,883,11518,0,196,579,0,1869,10921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39182,-,-,326,-,-,-,-,-
20180214,-,-,-,26770,0,657,0,6140,0,10,36,0,1879,6750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26770,-,-,286,-,-,-,-,-
20180215,-,-,-,25938,0,575,1653,6576,1,224,38,0,1697,4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25938,-,-,283,-,-,-,-,-
