計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,洋間・エアコン200V,エコキュート,不明,不明,不明,未使用,不明,LDK・エアコン100V,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,16532,0,324,0,3293,4,404,104,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16532,-,-,411,-,-,-,-,-
20180402,-,-,-,14926,0,195,0,3838,2,22,14,0,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14926,-,-,253,-,-,-,-,-
20180403,-,-,-,14961,0,866,0,2671,0,113,17,0,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14961,-,-,276,-,-,-,-,-
20180404,-,-,-,18930,0,1948,0,3225,0,151,156,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18930,-,-,344,-,-,-,-,-
20180405,-,-,-,17401,0,1535,0,3193,11,13,221,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17401,-,-,344,-,-,-,-,-
20180406,-,-,-,19068,0,1289,521,2883,0,454,474,0,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19068,-,-,356,-,-,-,-,-
20180407,-,-,-,29985,0,1527,1015,4075,0,691,445,0,1798,6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29985,-,-,537,-,-,-,-,-
20180408,-,-,-,24486,0,1049,366,6348,76,495,14,0,1759,3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24486,-,-,445,-,-,-,-,-
20180409,-,-,-,16207,0,238,0,4071,0,14,86,0,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16207,-,-,275,-,-,-,-,-
20180410,-,-,-,16587,0,1370,0,3041,0,200,436,0,1623,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16587,-,-,310,-,-,-,-,-
20180411,-,-,-,17780,0,1833,0,3064,0,122,507,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17780,-,-,340,-,-,-,-,-
20180412,-,-,-,16792,0,1555,0,3063,0,11,393,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16792,-,-,362,-,-,-,-,-
20180413,-,-,-,18518,0,1540,0,3892,0,20,341,0,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18518,-,-,363,-,-,-,-,-
