計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,食洗機,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,46561,0,2454,453,11128,0,0,2401,0,16317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46561,-,-,632,-,-,-,-,-
20180302,-,-,-,44283,0,1217,270,8929,0,0,2367,0,17970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44283,-,-,615,-,-,-,-,-
20180303,-,-,-,51272,0,3170,300,10378,0,0,2394,0,14337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51272,-,-,837,-,-,-,-,-
20180304,-,-,-,35778,0,829,82,7337,0,0,2550,0,14207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35778,-,-,518,-,-,-,-,-
20180305,-,-,-,46540,0,2113,206,8974,0,0,2948,0,16933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46540,-,-,880,-,-,-,-,-
20180306,-,-,-,44260,0,2384,299,9694,0,0,2608,0,17497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44260,-,-,664,-,-,-,-,-
20180307,-,-,-,46178,0,1041,182,10314,0,0,2291,0,16161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46178,-,-,647,-,-,-,-,-
20180308,-,-,-,47394,0,1476,78,8305,0,0,2405,0,18643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47394,-,-,517,-,-,-,-,-
20180309,-,-,-,43500,0,722,122,8226,4179,0,2333,0,15347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43500,-,-,693,-,-,-,-,-
20180310,-,-,-,54355,0,3144,1237,13415,596,0,2393,0,14185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54355,-,-,1208,-,-,-,-,-
20180311,-,-,-,40550,0,756,109,12988,0,0,2261,0,14621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40550,-,-,360,-,-,-,-,-
20180312,-,-,-,45420,0,2397,486,12519,0,0,2414,0,20231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45420,-,-,812,-,-,-,-,-
20180313,-,-,-,37437,0,949,164,8416,0,0,2431,0,15087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37437,-,-,658,-,-,-,-,-
20180314,-,-,-,37687,0,2911,230,12581,0,0,2639,0,14183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37687,-,-,945,-,-,-,-,-
20180315,-,-,-,43815,0,2551,2194,9177,0,0,3073,0,13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43815,-,-,1025,-,-,-,-,-
20180316,-,-,-,48033,0,1702,1368,9077,0,0,2845,0,13989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48033,-,-,695,-,-,-,-,-
20180317,-,-,-,42606,0,1199,347,9903,641,0,2346,0,14011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42606,-,-,555,-,-,-,-,-
20180318,-,-,-,49874,0,1775,333,9387,0,0,2384,0,18178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49874,-,-,877,-,-,-,-,-
20180319,-,-,-,44572,0,515,488,8356,0,0,2453,0,13107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44572,-,-,631,-,-,-,-,-
20180320,-,-,-,49459,0,2608,92,9643,0,0,2595,0,15794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49459,-,-,869,-,-,-,-,-
20180321,-,-,-,65260,0,2148,93,13419,0,0,2398,0,15324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65260,-,-,1034,-,-,-,-,-
20180322,-,-,-,56055,0,2027,338,11347,0,0,2291,0,16642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56055,-,-,1065,-,-,-,-,-
20180323,-,-,-,51498,0,1204,152,14215,2954,0,2376,0,15403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51498,-,-,748,-,-,-,-,-
20180324,-,-,-,48808,0,2194,43,10240,0,0,2474,0,18510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48808,-,-,724,-,-,-,-,-
