計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,食洗機,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,641,-,-,-,-,-
20180202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,982,-,-,-,-,-
20180203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,461,-,-,-,-,-
20180204,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,765,-,-,-,-,-
20180205,-,-,-,24697,0,863,184,5036,5554,0,704,0,6743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24697,-,-,934,-,-,-,-,-
20180206,-,-,-,74635,0,1494,253,17160,12894,0,2365,0,18316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74635,-,-,591,-,-,-,-,-
20180207,-,-,-,72428,0,2054,296,13670,14299,0,2278,0,19339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72428,-,-,1005,-,-,-,-,-
20180208,-,-,-,57278,0,1621,155,14293,4046,0,2235,0,16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57278,-,-,529,-,-,-,-,-
20180209,-,-,-,50085,0,1408,174,10508,2446,0,2293,0,13397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50085,-,-,681,-,-,-,-,-
20180210,-,-,-,51630,0,984,40,9720,4280,0,2248,0,12303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51630,-,-,512,-,-,-,-,-
20180211,-,-,-,47791,0,792,204,11410,2161,0,2443,0,15356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47791,-,-,259,-,-,-,-,-
20180212,-,-,-,57514,0,1004,2138,8926,8088,0,2755,0,17453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57514,-,-,701,-,-,-,-,-
20180213,-,-,-,71367,0,1465,3581,20682,2146,0,2611,0,15240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71367,-,-,880,-,-,-,-,-
20180214,-,-,-,47400,0,1791,5067,8194,3684,0,2551,0,15808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47400,-,-,694,-,-,-,-,-
20180215,-,-,-,51773,0,1153,1469,9626,0,0,2441,0,17505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51773,-,-,873,-,-,-,-,-
20180216,-,-,-,59939,0,1247,145,14826,1439,0,2299,0,18694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59939,-,-,902,-,-,-,-,-
20180217,-,-,-,42223,0,1691,161,9589,2885,0,2497,0,13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42223,-,-,787,-,-,-,-,-
20180218,-,-,-,50365,0,2355,347,15071,3449,0,2560,0,14615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50365,-,-,1000,-,-,-,-,-
20180219,-,-,-,53891,0,1900,133,11709,49,0,2600,0,16438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53891,-,-,667,-,-,-,-,-
20180220,-,-,-,51648,0,1585,177,16980,1462,0,2295,0,16343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51648,-,-,941,-,-,-,-,-
20180221,-,-,-,33599,0,369,26,8005,2955,0,2197,0,8838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33599,-,-,103,-,-,-,-,-
20180222,-,-,-,41055,0,1587,199,6008,3219,0,2269,0,15540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41055,-,-,556,-,-,-,-,-
20180223,-,-,-,58345,0,1726,94,18991,4408,0,2264,0,17878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58345,-,-,919,-,-,-,-,-
20180224,-,-,-,38352,0,3105,262,7921,0,0,2422,0,14077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38352,-,-,609,-,-,-,-,-
20180225,-,-,-,52585,0,2307,185,12141,0,0,2453,0,16021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52585,-,-,930,-,-,-,-,-
20180226,-,-,-,49685,0,2339,264,11185,2249,0,2348,0,17338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49685,-,-,714,-,-,-,-,-
20180227,-,-,-,37721,0,1763,434,8313,1526,0,2242,0,17803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37721,-,-,553,-,-,-,-,-
20180228,-,-,-,45570,0,525,155,9425,138,0,2239,0,16874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45570,-,-,684,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
