計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,主寝室エアコン,冷蔵庫・座敷電灯コンセン,リビング電灯・洗濯機,未使用,食洗機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,10866,0,1023,949,4371,0,3534,1979,0,315,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10866,-,-,-,-,-,-,-,-
20180402,-,-,-,10259,0,0,491,3608,0,4467,1525,0,301,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10259,-,-,-,-,-,-,-,-
20180403,-,-,-,10379,0,0,438,3177,0,4746,1781,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10379,-,-,-,-,-,-,-,-
20180404,-,-,-,9381,0,0,677,3271,0,3662,1622,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9381,-,-,-,-,-,-,-,-
20180405,-,-,-,9084,0,0,290,2917,0,3564,1980,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9084,-,-,-,-,-,-,-,-
20180406,-,-,-,10982,0,0,540,2863,0,5685,1715,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10982,-,-,-,-,-,-,-,-
20180407,-,-,-,11231,0,0,351,4377,0,4554,1915,0,388,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11231,-,-,-,-,-,-,-,-
20180408,-,-,-,9814,0,0,305,5661,0,5107,1753,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9814,-,-,-,-,-,-,-,-
20180409,-,-,-,8926,0,0,356,1095,0,3097,1560,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8926,-,-,-,-,-,-,-,-
20180410,-,-,-,9537,0,0,1087,3729,0,3057,1712,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9537,-,-,-,-,-,-,-,-
20180411,-,-,-,9646,0,0,622,2568,0,2935,1555,0,328,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9646,-,-,-,-,-,-,-,-
20180412,-,-,-,9232,0,0,940,2194,0,3215,1535,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9232,-,-,-,-,-,-,-,-
20180413,-,-,-,8498,0,0,281,4057,0,3275,1608,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8498,-,-,-,-,-,-,-,-
20180414,-,-,-,10489,0,0,549,2606,0,4200,1991,0,346,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10489,-,-,-,-,-,-,-,-
20180415,-,-,-,8058,0,0,0,3500,0,3736,1698,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8058,-,-,-,-,-,-,-,-
20180416,-,-,-,8541,0,0,295,2866,0,3260,1674,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8541,-,-,-,-,-,-,-,-
20180417,-,-,-,10468,0,0,716,4417,0,4001,1966,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468,-,-,-,-,-,-,-,-
