計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,主寝室エアコン,冷蔵庫・座敷電灯コンセン,リビング電灯・洗濯機,未使用,食洗機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,9704,0,0,294,2682,0,3960,1392,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9704,-,-,-,-,-,-,-,-
20180602,-,-,-,10819,0,0,1193,1315,0,3582,1576,0,283,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10819,-,-,-,-,-,-,-,-
20180603,-,-,-,12029,0,0,965,1972,0,5298,1595,0,290,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12029,-,-,-,-,-,-,-,-
20180604,-,-,-,12329,0,0,624,1218,0,5893,1264,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12329,-,-,-,-,-,-,-,-
20180605,-,-,-,9514,0,0,422,1315,0,3784,1381,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9514,-,-,-,-,-,-,-,-
20180606,-,-,-,10513,0,0,1133,2020,0,3120,2275,0,290,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10513,-,-,-,-,-,-,-,-
20180607,-,-,-,9451,0,0,460,2830,0,3468,1633,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9451,-,-,-,-,-,-,-,-
20180608,-,-,-,9542,0,0,383,719,0,3771,1544,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9542,-,-,-,-,-,-,-,-
20180609,-,-,-,15898,0,3200,1971,2875,441,3006,1621,0,560,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15898,-,-,-,-,-,-,-,-
20180610,-,-,-,14132,0,629,790,1778,638,3898,2095,0,829,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14132,-,-,-,-,-,-,-,-
20180611,-,-,-,11055,0,0,902,1828,0,3918,2020,0,287,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11055,-,-,-,-,-,-,-,-
20180612,-,-,-,9309,0,0,592,1975,0,3073,1449,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9309,-,-,-,-,-,-,-,-
20180613,-,-,-,9432,0,0,323,1905,0,3623,1423,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9432,-,-,-,-,-,-,-,-
20180614,-,-,-,9227,0,0,136,1849,0,3667,1331,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9227,-,-,-,-,-,-,-,-
