計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングTV・照明,冷蔵庫,リビングAC・2階AC1,2階エアコン2,電子レンジ・炊飯器,主寝室エアコン,未使用,浴室照明,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,11052,0,2662,2180,0,0,238,851,0,1647,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11052,-,-,-,-,-,-,-,-
20171102,-,-,-,9750,0,2675,2548,0,0,462,0,0,1600,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9750,-,-,-,-,-,-,-,-
20171103,-,-,-,8805,0,2748,2366,0,0,522,0,0,1668,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8805,-,-,-,-,-,-,-,-
20171104,-,-,-,11426,0,3910,2648,0,0,673,0,0,1699,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11426,-,-,-,-,-,-,-,-
20171105,-,-,-,12466,0,3558,2610,0,0,404,1009,0,1766,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12466,-,-,-,-,-,-,-,-
20171106,-,-,-,10686,0,2725,2547,0,0,484,0,0,1678,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10686,-,-,-,-,-,-,-,-
20171107,-,-,-,11140,0,3378,2117,0,0,246,357,0,1590,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11140,-,-,-,-,-,-,-,-
20171108,-,-,-,7947,0,2245,2056,0,0,525,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7947,-,-,-,-,-,-,-,-
20171109,-,-,-,10290,0,2819,2379,0,0,587,0,0,1667,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10290,-,-,-,-,-,-,-,-
20171110,-,-,-,10379,0,3032,2222,0,0,300,0,0,1624,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10379,-,-,-,-,-,-,-,-
20171111,-,-,-,11248,0,3209,2369,0,0,214,0,0,1673,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11248,-,-,-,-,-,-,-,-
20171112,-,-,-,10660,0,2619,2060,0,0,465,443,0,1693,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660,-,-,-,-,-,-,-,-
20171113,-,-,-,12170,0,2553,2224,0,0,499,969,0,1754,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12170,-,-,-,-,-,-,-,-
20171114,-,-,-,10357,0,2734,2195,0,0,533,0,0,1656,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10357,-,-,-,-,-,-,-,-
20171115,-,-,-,10191,0,2464,2076,0,0,228,114,0,1497,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10191,-,-,-,-,-,-,-,-
20171116,-,-,-,11881,0,2423,1870,0,0,503,1196,0,1642,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11881,-,-,-,-,-,-,-,-
20171117,-,-,-,13660,0,2686,1764,0,0,322,1960,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13660,-,-,-,-,-,-,-,-
20171118,-,-,-,15171,0,3259,2132,0,0,445,924,0,2379,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15171,-,-,-,-,-,-,-,-
20171119,-,-,-,20366,0,3733,2154,0,0,799,1972,0,4179,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20366,-,-,-,-,-,-,-,-
20171120,-,-,-,15010,0,2451,1990,0,0,593,2768,0,1817,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15010,-,-,-,-,-,-,-,-
20171121,-,-,-,17163,0,786,1815,0,0,999,2577,0,2345,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17163,-,-,-,-,-,-,-,-
20171122,-,-,-,16091,0,1208,2084,0,0,462,1595,0,3042,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16091,-,-,-,-,-,-,-,-
