計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・和室,キッチン　炊飯器　レンジ,ＩＨ・キッチン,外冷蔵庫　ポンプ電球,エアコン・主寝室,キッチン・冷蔵庫 　TV,未使用,照明・リビング,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,24049,0,4812,904,1446,860,0,4521,0,635,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24049,-,-,-,-,-,-,-,-
20180102,-,-,-,12562,0,958,1002,898,645,0,2584,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12562,-,-,-,-,-,-,-,-
20180103,-,-,-,18069,0,827,1587,1259,667,0,4351,0,252,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18069,-,-,-,-,-,-,-,-
20180104,-,-,-,19560,0,854,1629,1187,691,0,4168,0,239,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19560,-,-,-,-,-,-,-,-
20180105,-,-,-,21487,0,1789,1339,2115,825,0,5838,0,613,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21487,-,-,-,-,-,-,-,-
20180106,-,-,-,13097,0,789,1292,939,588,0,3102,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13097,-,-,-,-,-,-,-,-
20180107,-,-,-,12530,0,705,1238,622,727,0,2847,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12530,-,-,-,-,-,-,-,-
20180108,-,-,-,14562,0,434,1288,1022,768,0,3270,0,312,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14562,-,-,-,-,-,-,-,-
20180109,-,-,-,13635,0,778,1310,277,696,0,3622,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13635,-,-,-,-,-,-,-,-
20180110,-,-,-,18517,0,1042,1436,1535,641,0,3943,0,313,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18517,-,-,-,-,-,-,-,-
20180111,-,-,-,18779,0,1096,919,3119,575,0,4813,0,320,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18779,-,-,-,-,-,-,-,-
20180112,-,-,-,16619,0,987,1476,584,552,0,4826,0,134,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16619,-,-,-,-,-,-,-,-
20180113,-,-,-,16321,0,2197,1441,754,545,0,3241,0,143,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16321,-,-,-,-,-,-,-,-
20180114,-,-,-,17209,0,1119,1154,1407,641,0,3528,0,108,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17209,-,-,-,-,-,-,-,-
20180115,-,-,-,17936,0,991,1203,1531,626,0,5219,0,208,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17936,-,-,-,-,-,-,-,-
20180116,-,-,-,14390,0,804,1105,953,720,0,3489,0,92,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14390,-,-,-,-,-,-,-,-
