計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・和室,キッチン　炊飯器　レンジ,ＩＨ・キッチン,外冷蔵庫　ポンプ電球,エアコン・主寝室,キッチン・冷蔵庫 　TV,未使用,照明・リビング,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,13638,0,923,1051,2385,1296,0,3056,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13638,-,-,-,-,-,-,-,-
20180502,-,-,-,11953,0,204,1384,1183,1102,0,2923,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11953,-,-,-,-,-,-,-,-
20180503,-,-,-,11172,0,180,852,689,1067,0,3408,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11172,-,-,-,-,-,-,-,-
20180504,-,-,-,11401,0,1040,1251,575,1239,0,2548,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11401,-,-,-,-,-,-,-,-
20180505,-,-,-,13137,0,410,1446,1806,1317,0,3285,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13137,-,-,-,-,-,-,-,-
20180506,-,-,-,13193,0,668,1792,1505,1050,0,2841,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13193,-,-,-,-,-,-,-,-
20180507,-,-,-,13493,0,678,1375,1436,1298,0,3177,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13493,-,-,-,-,-,-,-,-
20180508,-,-,-,13052,0,658,1046,1420,989,0,3498,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13052,-,-,-,-,-,-,-,-
20180509,-,-,-,13174,0,399,1381,2266,1054,0,2832,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13174,-,-,-,-,-,-,-,-
20180510,-,-,-,8078,0,7,516,0,863,0,1724,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8078,-,-,-,-,-,-,-,-
20180511,-,-,-,7805,0,0,420,0,907,0,1518,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7805,-,-,-,-,-,-,-,-
20180512,-,-,-,9143,0,150,508,575,1145,0,2142,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9143,-,-,-,-,-,-,-,-
20180513,-,-,-,12002,0,194,1247,1387,1207,0,3124,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12002,-,-,-,-,-,-,-,-
20180514,-,-,-,12625,0,383,1409,1541,1189,0,3027,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12625,-,-,-,-,-,-,-,-
20180515,-,-,-,11736,0,409,792,665,1305,0,3197,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11736,-,-,-,-,-,-,-,-
20180516,-,-,-,10829,0,49,727,880,1347,0,2753,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10829,-,-,-,-,-,-,-,-
20180517,-,-,-,13253,0,197,893,1911,1485,0,3506,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13253,-,-,-,-,-,-,-,-
20180518,-,-,-,11803,0,198,900,847,1431,0,2904,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11803,-,-,-,-,-,-,-,-
20180519,-,-,-,13596,0,584,1705,1380,1352,0,3158,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13596,-,-,-,-,-,-,-,-
20180520,-,-,-,12073,0,504,1172,1131,1449,0,2806,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12073,-,-,-,-,-,-,-,-
20180521,-,-,-,11935,0,173,725,1119,1684,0,3147,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11935,-,-,-,-,-,-,-,-
20180522,-,-,-,12672,0,61,877,1454,1706,0,3285,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12672,-,-,-,-,-,-,-,-
20180523,-,-,-,12952,0,188,974,1335,1592,0,3483,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12952,-,-,-,-,-,-,-,-
