計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,レンジTV食洗機洗濯機,エアコン・主寝室,エアコン・和室,冷蔵庫・キッチン,照明・主寝室,エアコン・キッチン,未使用,エアコン・リビング,離れエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,7516,0,4781,0,0,1429,979,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516,-,-,-,-,-,-,-,-
20180602,-,-,-,7679,0,5105,0,0,1247,1009,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679,-,-,-,-,-,-,-,-
20180603,-,-,-,6950,0,4386,0,0,1261,998,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6950,-,-,-,-,-,-,-,-
20180604,-,-,-,7700,0,4839,0,0,1431,1112,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,-,-,-,-,-,-,-,-
20180605,-,-,-,7567,0,5018,0,0,1371,828,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7567,-,-,-,-,-,-,-,-
20180606,-,-,-,7740,0,5438,0,0,1144,798,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740,-,-,-,-,-,-,-,-
20180607,-,-,-,8118,0,5598,0,0,1304,873,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8118,-,-,-,-,-,-,-,-
20180608,-,-,-,7877,0,5130,0,0,1542,859,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7877,-,-,-,-,-,-,-,-
20180609,-,-,-,8141,0,5257,0,0,1508,1073,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8141,-,-,-,-,-,-,-,-
20180610,-,-,-,7153,0,4320,0,0,1303,1228,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7153,-,-,-,-,-,-,-,-
20180611,-,-,-,8090,0,5321,0,0,1336,1139,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090,-,-,-,-,-,-,-,-
20180612,-,-,-,7435,0,5084,0,0,1205,812,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7435,-,-,-,-,-,-,-,-
20180613,-,-,-,6912,0,4479,0,0,1230,851,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912,-,-,-,-,-,-,-,-
20180614,-,-,-,7078,0,4612,0,0,1206,891,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7078,-,-,-,-,-,-,-,-
20180615,-,-,-,6895,0,4379,0,0,1287,902,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6895,-,-,-,-,-,-,-,-
20180616,-,-,-,7815,0,4809,0,0,1383,1260,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815,-,-,-,-,-,-,-,-
20180617,-,-,-,7324,0,4500,0,0,1514,1002,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324,-,-,-,-,-,-,-,-
20180618,-,-,-,7734,0,5006,0,0,1491,923,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7734,-,-,-,-,-,-,-,-
20180619,-,-,-,7852,0,4892,0,0,1352,1280,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7852,-,-,-,-,-,-,-,-
20180620,-,-,-,7323,0,4833,0,0,1314,828,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7323,-,-,-,-,-,-,-,-
20180621,-,-,-,7093,0,4582,0,0,1202,988,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093,-,-,-,-,-,-,-,-
20180622,-,-,-,7312,0,4536,0,0,1491,987,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312,-,-,-,-,-,-,-,-
20180623,-,-,-,7581,0,4960,0,0,1332,927,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,-,-,-,-,-,-,-,-
20180624,-,-,-,7297,0,4770,0,0,1258,937,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7297,-,-,-,-,-,-,-,-
20180625,-,-,-,7656,0,4831,0,0,1404,1101,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7656,-,-,-,-,-,-,-,-
20180626,-,-,-,8079,0,5024,0,0,1438,1037,238,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8079,-,-,-,-,-,-,-,-
20180627,-,-,-,7841,0,4620,0,0,1469,996,440,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7841,-,-,-,-,-,-,-,-
20180628,-,-,-,8307,0,5068,0,0,1412,913,536,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8307,-,-,-,-,-,-,-,-
