計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,レンジTV食洗機洗濯機,エアコン・主寝室,エアコン・和室,冷蔵庫・キッチン,照明・主寝室,エアコン・キッチン,未使用,エアコン・リビング,離れエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,7572,0,4778,0,0,1097,1238,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7572,-,-,-,-,-,-,-,-
20180402,-,-,-,8179,0,5744,0,0,1151,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8179,-,-,-,-,-,-,-,-
20180403,-,-,-,7941,0,5380,0,0,1066,1172,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7941,-,-,-,-,-,-,-,-
20180404,-,-,-,7462,0,4781,0,0,990,1336,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7462,-,-,-,-,-,-,-,-
20180405,-,-,-,7562,0,4787,0,0,1015,1401,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7562,-,-,-,-,-,-,-,-
20180406,-,-,-,8665,0,5496,1679,0,947,1014,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8665,-,-,-,-,-,-,-,-
20180407,-,-,-,10335,0,4477,1051,0,820,871,3094,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10335,-,-,-,-,-,-,-,-
20180408,-,-,-,12538,0,5258,5428,0,633,863,2490,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12538,-,-,-,-,-,-,-,-
20180409,-,-,-,6918,0,4499,693,0,693,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6918,-,-,-,-,-,-,-,-
20180410,-,-,-,7682,0,5284,0,0,829,1050,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7682,-,-,-,-,-,-,-,-
20180411,-,-,-,7242,0,4927,0,0,1038,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7242,-,-,-,-,-,-,-,-
20180412,-,-,-,6937,0,4440,0,0,1101,1011,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6937,-,-,-,-,-,-,-,-
20180413,-,-,-,7556,0,5031,0,0,893,1158,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7556,-,-,-,-,-,-,-,-
20180414,-,-,-,7368,0,5100,0,0,1001,880,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7368,-,-,-,-,-,-,-,-
20180415,-,-,-,7133,0,4998,0,0,857,853,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7133,-,-,-,-,-,-,-,-
20180416,-,-,-,8126,0,5812,0,0,927,840,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8126,-,-,-,-,-,-,-,-
20180417,-,-,-,8369,0,4251,2081,0,688,913,845,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8369,-,-,-,-,-,-,-,-
20180418,-,-,-,7375,0,4757,0,0,805,1026,247,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7375,-,-,-,-,-,-,-,-
20180419,-,-,-,7305,0,5024,0,0,825,971,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7305,-,-,-,-,-,-,-,-
20180420,-,-,-,7092,0,4715,0,0,852,1050,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092,-,-,-,-,-,-,-,-
20180421,-,-,-,8715,0,5933,0,0,1237,1165,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8715,-,-,-,-,-,-,-,-
20180422,-,-,-,9550,0,6859,0,0,1220,1097,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550,-,-,-,-,-,-,-,-
20180423,-,-,-,7264,0,4773,0,0,1128,1044,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7264,-,-,-,-,-,-,-,-
20180424,-,-,-,8051,0,5551,0,0,1140,1024,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8051,-,-,-,-,-,-,-,-
20180425,-,-,-,9011,0,5508,2357,0,716,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9011,-,-,-,-,-,-,-,-
20180426,-,-,-,5597,0,3373,0,0,557,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597,-,-,-,-,-,-,-,-
20180427,-,-,-,7262,0,4776,0,0,1098,973,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7262,-,-,-,-,-,-,-,-
20180428,-,-,-,7047,0,4554,0,0,894,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7047,-,-,-,-,-,-,-,-
20180429,-,-,-,7739,0,5389,0,0,999,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7739,-,-,-,-,-,-,-,-
20180430,-,-,-,7467,0,5082,0,0,1076,978,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7467,-,-,-,-,-,-,-,-
