計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,炊飯器ボット,洗濯機・洗面・浴室,エアコン・子供部屋１,エアコン・リビング,エアコン・主寝室,キッチン冷蔵庫レンジ,未使用,リビングTV照明,エアコン・子供部屋２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,12753,0,3775,501,0,0,0,2306,0,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12753,-,-,-,-,-,-,-,-
20180602,-,-,-,14165,0,4072,462,0,0,0,2162,0,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14165,-,-,-,-,-,-,-,-
20180603,-,-,-,14228,0,4012,214,0,0,0,2652,0,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14228,-,-,-,-,-,-,-,-
20180604,-,-,-,13666,0,4139,761,0,0,0,2422,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13666,-,-,-,-,-,-,-,-
20180605,-,-,-,13883,0,4633,288,0,0,0,1984,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13883,-,-,-,-,-,-,-,-
20180606,-,-,-,14493,0,4209,593,0,0,0,2124,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14493,-,-,-,-,-,-,-,-
20180607,-,-,-,13209,0,4202,434,0,0,0,2067,0,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13209,-,-,-,-,-,-,-,-
20180608,-,-,-,14588,0,3991,501,571,0,0,2342,0,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14588,-,-,-,-,-,-,-,-
20180609,-,-,-,14813,0,4446,529,0,0,0,2483,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14813,-,-,-,-,-,-,-,-
20180610,-,-,-,14339,0,4034,309,0,0,0,2593,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14339,-,-,-,-,-,-,-,-
20180611,-,-,-,14314,0,4162,625,0,0,0,2210,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14314,-,-,-,-,-,-,-,-
20180612,-,-,-,13530,0,4063,567,0,0,0,2150,0,2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13530,-,-,-,-,-,-,-,-
