計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,洋間・エアコン200V,エコキュート,不明,不明,不明,未使用,不明,LDK・エアコン100V,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,18570,0,861,1127,2746,5,292,746,0,1925,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18570,-,-,-,-,-,-,-,-
20171202,-,-,-,24777,0,315,0,7383,0,4,7,0,1702,5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,-,-,-,-,-,-,-,-
20171203,-,-,-,16875,0,828,0,4199,0,62,43,0,1803,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,-,-,-,-,-,-,-,-
20171204,-,-,-,21615,0,1594,0,3588,4,108,431,0,1994,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21615,-,-,-,-,-,-,-,-
20171205,-,-,-,21585,0,590,0,4015,0,2,478,0,1923,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21585,-,-,-,-,-,-,-,-
20171206,-,-,-,29897,0,1673,458,5298,0,103,838,0,2235,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29897,-,-,-,-,-,-,-,-
20171207,-,-,-,24904,0,482,0,4751,0,2,496,0,1934,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24904,-,-,-,-,-,-,-,-
20171208,-,-,-,18525,0,272,0,3966,0,65,712,0,1701,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18525,-,-,-,-,-,-,-,-
20171209,-,-,-,25935,0,1425,0,6666,102,29,35,0,2092,3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25935,-,-,-,-,-,-,-,-
20171210,-,-,-,24854,0,1501,0,3605,0,87,567,0,1885,4261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24854,-,-,-,-,-,-,-,-
20171211,-,-,-,27983,0,1907,180,3944,0,150,750,0,2086,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27983,-,-,-,-,-,-,-,-
20171212,-,-,-,27605,0,1632,0,4635,0,114,815,0,2063,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27605,-,-,356,-,-,-,-,-
20171213,-,-,-,30154,0,1365,293,5677,0,138,936,0,2032,5532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30154,-,-,388,-,-,-,-,-
20171214,-,-,-,28751,0,704,0,8426,0,91,424,0,1872,6804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28751,-,-,297,-,-,-,-,-
20171215,-,-,-,17639,0,0,0,1539,59,23,30,0,2000,5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17639,-,-,295,-,-,-,-,-
20171216,-,-,-,25152,0,0,1931,4189,1,284,37,0,1677,6189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25152,-,-,403,-,-,-,-,-
20171217,-,-,-,40330,0,594,0,7031,1,519,346,0,1750,9774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40330,-,-,623,-,-,-,-,-
20171218,-,-,-,30238,0,887,515,6452,0,80,213,0,2362,5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30238,-,-,372,-,-,-,-,-
20171219,-,-,-,24192,0,1367,0,3018,0,2,104,0,2053,5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24192,-,-,364,-,-,-,-,-
20171220,-,-,-,30231,0,871,0,5366,0,7,128,0,1853,8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30231,-,-,365,-,-,-,-,-
20171221,-,-,-,25930,0,142,0,5537,3,2,1466,0,1854,7267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25930,-,-,312,-,-,-,-,-
20171222,-,-,-,28209,0,1538,0,6316,0,6,31,0,1770,7213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28209,-,-,286,-,-,-,-,-
20171223,-,-,-,34781,0,1189,1803,7123,0,277,303,0,1799,9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34781,-,-,650,-,-,-,-,-
20171224,-,-,-,35008,0,1525,469,5624,78,998,565,0,2705,7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35008,-,-,650,-,-,-,-,-
20171225,-,-,-,35819,0,1394,1502,8994,0,517,458,0,2028,6579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35819,-,-,303,-,-,-,-,-
20171226,-,-,-,38816,0,1182,0,12782,0,67,497,0,2015,7923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38816,-,-,376,-,-,-,-,-
20171227,-,-,-,39087,0,1751,0,9521,0,42,703,0,2128,7745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39087,-,-,201,-,-,-,-,-
20171228,-,-,-,40835,0,297,0,11524,9,2,781,0,1836,11792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40835,-,-,0,-,-,-,-,-
20171229,-,-,-,31790,0,804,0,6044,0,55,688,0,1874,9396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31790,-,-,-,-,-,-,-,-
20171230,-,-,-,38432,0,1779,352,13268,0,60,636,0,1910,7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38432,-,-,-,-,-,-,-,-
20171231,-,-,-,28248,0,2063,0,6941,75,398,418,0,1647,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28248,-,-,-,-,-,-,-,-
