計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング・照明テレビ,エアコン・リビング,電子レンジ・キッチン,エアコン・和室１,冷蔵庫　洗濯機,廊下和室、照明　,未使用,ベルトランス,エアコン・和室２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,24473,0,3141,0,1836,0,7967,2286,0,0,3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24473,-,-,-,-,-,-,-,-
20171202,-,-,-,21954,0,3662,0,1880,0,9506,1778,0,0,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21954,-,-,-,-,-,-,-,-
20171203,-,-,-,19274,0,3147,0,2943,0,7282,1661,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19274,-,-,-,-,-,-,-,-
20171204,-,-,-,17122,0,3072,1065,2675,0,6764,1562,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17122,-,-,-,-,-,-,-,-
20171205,-,-,-,20800,0,3033,3533,1833,0,7063,1497,0,0,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20800,-,-,-,-,-,-,-,-
20171206,-,-,-,18723,0,2780,1895,2640,0,6576,1876,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18723,-,-,-,-,-,-,-,-
20171207,-,-,-,25408,0,2526,581,1956,10153,6684,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25408,-,-,-,-,-,-,-,-
20171208,-,-,-,16224,0,2691,0,3476,0,6657,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16224,-,-,-,-,-,-,-,-
20171209,-,-,-,21122,0,3166,0,2862,0,7099,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21122,-,-,-,-,-,-,-,-
20171210,-,-,-,16146,0,2719,2201,1300,0,5963,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16146,-,-,-,-,-,-,-,-
20171211,-,-,-,16107,0,2775,614,1678,0,6330,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16107,-,-,-,-,-,-,-,-
20171212,-,-,-,16196,0,2740,0,2002,0,8262,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16196,-,-,-,-,-,-,-,-
20171213,-,-,-,16077,0,2296,1,934,0,8494,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16077,-,-,-,-,-,-,-,-
20171214,-,-,-,29130,0,2851,0,1819,11294,6992,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29130,-,-,-,-,-,-,-,-
20171215,-,-,-,27377,0,2869,951,1691,0,5882,1597,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27377,-,-,-,-,-,-,-,-
20171216,-,-,-,25022,0,2894,0,1136,0,6785,2075,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25022,-,-,-,-,-,-,-,-
20171217,-,-,-,26811,0,3363,816,1922,0,7482,1595,0,0,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26811,-,-,-,-,-,-,-,-
20171218,-,-,-,19742,0,2935,0,1961,0,9082,1837,0,0,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19742,-,-,-,-,-,-,-,-
20171219,-,-,-,27181,0,3419,0,1899,0,8705,1565,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27181,-,-,-,-,-,-,-,-
20171220,-,-,-,27059,0,2745,0,2619,0,7807,2069,0,0,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27059,-,-,-,-,-,-,-,-
