計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ・キッチン,冷蔵庫・洗濯機,炊飯器・ダイニング照明,エアコン・リビング,エアコン・２階,エアコン・２階,未使用,リビング・テレビ・照明,和室・洗面・風呂,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,25142,0,94,2566,2427,0,0,0,0,8647,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25142,-,-,-,-,-,-,-,-
20180402,-,-,-,20484,0,44,2761,3745,0,0,0,0,5658,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20484,-,-,-,-,-,-,-,-
20180403,-,-,-,15357,0,0,2623,1665,0,0,0,0,6403,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15357,-,-,-,-,-,-,-,-
20180404,-,-,-,15274,0,60,2210,1322,0,0,0,0,7294,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15274,-,-,-,-,-,-,-,-
20180405,-,-,-,15653,0,0,2392,1730,0,0,0,0,6958,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15653,-,-,-,-,-,-,-,-
20180406,-,-,-,19876,0,178,2681,2510,0,0,0,0,7951,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19876,-,-,-,-,-,-,-,-
20180407,-,-,-,24569,0,52,2675,3969,0,1519,0,0,5972,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24569,-,-,-,-,-,-,-,-
20180408,-,-,-,32709,0,77,2586,3688,0,3344,0,0,7700,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32709,-,-,-,-,-,-,-,-
20180409,-,-,-,17150,0,0,2338,1331,0,0,0,0,6355,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17150,-,-,-,-,-,-,-,-
20180410,-,-,-,15203,0,0,2270,1499,0,0,0,0,6359,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15203,-,-,-,-,-,-,-,-
20180411,-,-,-,15371,0,53,2270,1206,0,0,0,0,7234,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15371,-,-,-,-,-,-,-,-
