計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHヒーター,エアコン,エコキュート,リビング照明 冷蔵庫,特定5,洗濯機 テレビ 照明,未使用,洋室コンセント,特定8,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018031800+0900,-,-,-,1820,0,0,22,753,294,0,651,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,-,-,147,-,-,-,-,-
2018031801+0900,-,-,-,1705,0,0,23,1026,128,0,412,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,-,-,1,-,-,-,-,-
2018031802+0900,-,-,-,1397,0,0,21,1036,109,0,115,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,-,-,12,-,-,-,-,-
2018031803+0900,-,-,-,1329,0,0,22,1028,57,0,112,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,-,-,0,-,-,-,-,-
2018031804+0900,-,-,-,1288,0,0,22,1018,12,0,116,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,-,-,0,-,-,-,-,-
2018031805+0900,-,-,-,1844,0,0,23,1576,10,0,116,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,-,-,0,-,-,-,-,-
2018031806+0900,-,-,-,2328,0,0,23,2041,16,0,113,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,-,-,0,-,-,-,-,-
2018031807+0900,-,-,-,2051,0,0,23,1461,246,0,130,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051,-,-,38,-,-,-,-,-
2018031808+0900,-,-,-,571,0,0,23,37,190,0,189,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,-,-,6,-,-,-,-,-
2018031809+0900,-,-,-,345,0,0,24,0,29,0,190,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,-,-,0,-,-,-,-,-
2018031810+0900,-,-,-,340,0,0,24,20,18,0,165,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,-,-,158,-,-,-,-,-
2018031811+0900,-,-,-,381,0,0,6,2,130,0,141,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,-,-,103,-,-,-,-,-
2018031812+0900,-,-,-,256,0,0,0,0,38,0,110,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,-,-,2,-,-,-,-,-
2018031813+0900,-,-,-,242,0,0,0,0,26,0,109,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,-,-,0,-,-,-,-,-
2018031814+0900,-,-,-,241,0,0,0,0,27,0,107,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,-,-,0,-,-,-,-,-
2018031815+0900,-,-,-,242,0,0,0,0,39,0,101,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,-,-,0,-,-,-,-,-
2018031816+0900,-,-,-,245,0,0,0,0,41,0,104,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,-,-,0,-,-,-,-,-
2018031817+0900,-,-,-,319,0,0,0,0,117,0,105,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,-,-,0,-,-,-,-,-
2018031818+0900,-,-,-,264,0,0,0,0,54,0,113,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,-,-,0,-,-,-,-,-
2018031819+0900,-,-,-,238,0,0,0,0,27,0,105,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,-,-,0,-,-,-,-,-
2018031820+0900,-,-,-,237,0,0,0,0,31,0,103,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,-,-,0,-,-,-,-,-
2018031821+0900,-,-,-,526,0,217,0,0,97,0,109,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,-,-,2,-,-,-,-,-
2018031822+0900,-,-,-,444,0,0,0,0,228,0,108,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,-,-,15,-,-,-,-,-
2018031823+0900,-,-,-,319,0,0,7,16,70,0,126,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,-,-,172,-,-,-,-,-
