計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・キッチン,ＩＨ・キッチン,台所照明冷蔵炊飯TV,洗濯機電子レンジ,未使用,キッチン・トースター,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,16086,0,697,1978,4083,1524,0,0,0,737,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16086,-,-,-,-,-,-,-,-
20171102,-,-,-,15789,0,165,1230,4389,2605,0,44,0,109,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15789,-,-,-,-,-,-,-,-
20171103,-,-,-,14183,0,300,1118,3498,5022,0,0,0,646,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14183,-,-,-,-,-,-,-,-
20171104,-,-,-,18538,0,736,1032,4978,3219,0,45,0,836,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18538,-,-,-,-,-,-,-,-
20171105,-,-,-,25527,0,2719,958,5102,4626,0,42,0,855,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527,-,-,-,-,-,-,-,-
20171106,-,-,-,18796,0,1609,1166,3896,5672,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18796,-,-,-,-,-,-,-,-
20171107,-,-,-,17958,0,1056,1722,4652,3810,0,0,0,419,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17958,-,-,-,-,-,-,-,-
20171108,-,-,-,17099,0,302,2769,4516,3501,0,43,0,226,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17099,-,-,-,-,-,-,-,-
20171109,-,-,-,13484,0,454,1562,3469,3837,0,62,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13484,-,-,-,-,-,-,-,-
20171110,-,-,-,14678,0,798,1844,3503,2276,0,117,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14678,-,-,-,-,-,-,-,-
20171111,-,-,-,22724,0,1945,2405,5759,2632,0,0,0,1249,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22724,-,-,-,-,-,-,-,-
20171112,-,-,-,28041,0,2155,1083,5348,5914,0,0,0,2782,6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28041,-,-,-,-,-,-,-,-
