計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・レンジ 炊飯器,洗濯機 寝室エアコン他 ,キッチン・冷蔵庫 他,エアコン・リビング,エアコン・主寝室,和室・照明・電源,未使用,照明・電源・和室１,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,16349,0,112,478,7139,0,0,1219,0,609,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16349,-,-,-,-,-,-,-,-
20180102,-,-,-,17909,0,336,1159,6358,0,0,488,0,620,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17909,-,-,-,-,-,-,-,-
20180103,-,-,-,14195,0,214,1069,7731,0,0,588,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14195,-,-,-,-,-,-,-,-
20180104,-,-,-,9286,0,263,305,5238,0,0,317,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9286,-,-,-,-,-,-,-,-
20180105,-,-,-,8257,0,295,172,4862,0,0,294,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8257,-,-,-,-,-,-,-,-
20180106,-,-,-,9700,0,371,246,6005,0,0,921,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9700,-,-,-,-,-,-,-,-
20180107,-,-,-,11065,0,237,164,8156,0,0,645,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11065,-,-,-,-,-,-,-,-
20180108,-,-,-,12857,0,102,214,9330,0,0,287,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12857,-,-,-,-,-,-,-,-
20180109,-,-,-,12044,0,216,204,6697,0,0,498,0,668,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12044,-,-,-,-,-,-,-,-
20180110,-,-,-,9751,0,215,288,5686,0,0,227,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9751,-,-,-,-,-,-,-,-
20180111,-,-,-,9472,0,268,238,5738,0,0,357,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9472,-,-,-,-,-,-,-,-
20180112,-,-,-,10332,0,274,124,7467,0,0,235,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10332,-,-,-,-,-,-,-,-
20180113,-,-,-,9132,0,236,214,6366,0,0,454,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9132,-,-,-,-,-,-,-,-
20180114,-,-,-,12009,0,282,162,8707,0,0,289,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12009,-,-,-,-,-,-,-,-
20180115,-,-,-,8674,0,97,116,5545,0,0,206,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8674,-,-,-,-,-,-,-,-
20180116,-,-,-,11162,0,367,355,4248,0,0,493,0,612,3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11162,-,-,-,-,-,-,-,-
20180117,-,-,-,11083,0,139,368,6387,0,0,429,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11083,-,-,-,-,-,-,-,-
20180118,-,-,-,9959,0,356,421,6480,0,0,462,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9959,-,-,-,-,-,-,-,-
20180119,-,-,-,9837,0,164,279,5746,0,0,541,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9837,-,-,-,-,-,-,-,-
20180120,-,-,-,11568,0,247,239,7878,0,0,375,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11568,-,-,-,-,-,-,-,-
20180121,-,-,-,8574,0,222,153,5647,0,0,368,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8574,-,-,-,-,-,-,-,-
20180122,-,-,-,6337,0,199,368,3766,0,0,289,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6337,-,-,-,-,-,-,-,-
20180123,-,-,-,8595,0,197,233,4928,0,0,252,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8595,-,-,-,-,-,-,-,-
20180124,-,-,-,11933,0,235,274,6255,0,0,699,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11933,-,-,-,-,-,-,-,-
20180125,-,-,-,8581,0,228,263,5521,0,0,368,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8581,-,-,-,-,-,-,-,-
20180126,-,-,-,9524,0,287,218,6518,0,0,381,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9524,-,-,-,-,-,-,-,-
20180127,-,-,-,9376,0,233,360,7070,0,0,130,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9376,-,-,-,-,-,-,-,-
20180128,-,-,-,11717,0,242,206,7061,0,0,486,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11717,-,-,-,-,-,-,-,-
20180129,-,-,-,8625,0,203,274,4411,0,0,557,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8625,-,-,-,-,-,-,-,-
20180130,-,-,-,10711,0,236,187,6711,0,0,550,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10711,-,-,-,-,-,-,-,-
20180131,-,-,-,10247,0,216,408,5282,0,0,516,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10247,-,-,-,-,-,-,-,-
