計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンエアコン,冷蔵庫　電子レンジ,洗濯機　和室照明,特定4,２階　照明,和室エアコン,未使用,リビングエアコン,２階寝室エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,16072,0,5119,8437,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16072,-,-,-,-,-,-,-,-
20180102,-,-,-,20634,0,9664,8374,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20634,-,-,-,-,-,-,-,-
20180103,-,-,-,16585,0,5293,8333,2661,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16585,-,-,-,-,-,-,-,-
20180104,-,-,-,15485,0,4814,8470,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15485,-,-,-,-,-,-,-,-
20180105,-,-,-,13626,0,5670,4549,2057,0,12,0,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13626,-,-,-,-,-,-,-,-
20180106,-,-,-,13462,0,5348,4537,2031,0,1,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13462,-,-,-,-,-,-,-,-
20180107,-,-,-,14195,0,6511,4594,1791,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14195,-,-,-,-,-,-,-,-
20180108,-,-,-,9440,0,2859,3715,1622,0,10,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9440,-,-,-,-,-,-,-,-
20180109,-,-,-,12991,0,5647,4486,1440,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12991,-,-,-,-,-,-,-,-
20180110,-,-,-,15636,0,5359,5732,2426,0,24,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15636,-,-,-,-,-,-,-,-
20180111,-,-,-,15151,0,4693,5524,2838,0,0,0,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15151,-,-,-,-,-,-,-,-
20180112,-,-,-,14004,0,4916,4191,3463,0,6,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14004,-,-,-,-,-,-,-,-
20180113,-,-,-,8072,0,0,3742,2513,0,0,0,0,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8072,-,-,-,-,-,-,-,-
20180114,-,-,-,11429,0,1685,5025,2959,0,25,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11429,-,-,-,-,-,-,-,-
20180115,-,-,-,13005,0,4078,4815,2159,0,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13005,-,-,-,-,-,-,-,-
20180116,-,-,-,9376,0,1704,3937,2286,0,8,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9376,-,-,-,-,-,-,-,-
20180117,-,-,-,8623,0,2022,4096,1334,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623,-,-,-,-,-,-,-,-
20180118,-,-,-,8088,0,1270,3903,1860,0,17,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8088,-,-,-,-,-,-,-,-
20180119,-,-,-,9120,0,2998,3849,1346,0,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9120,-,-,-,-,-,-,-,-
20180120,-,-,-,7779,0,937,3711,2117,0,16,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7779,-,-,-,-,-,-,-,-
20180121,-,-,-,8992,0,1971,3864,1715,0,0,0,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8992,-,-,-,-,-,-,-,-
20180122,-,-,-,15216,0,5325,5798,1820,0,5,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15216,-,-,-,-,-,-,-,-
20180123,-,-,-,14932,0,6778,4466,1653,0,0,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14932,-,-,-,-,-,-,-,-
20180124,-,-,-,17128,0,5863,5151,3526,0,6,0,0,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17128,-,-,-,-,-,-,-,-
20180125,-,-,-,17439,0,8651,4021,2914,0,0,0,0,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17439,-,-,-,-,-,-,-,-
20180126,-,-,-,13577,0,3942,4464,3542,0,1,0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13577,-,-,-,-,-,-,-,-
20180127,-,-,-,13679,0,4844,4161,2707,0,0,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13679,-,-,-,-,-,-,-,-
20180128,-,-,-,13103,0,2926,5369,2416,0,25,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13103,-,-,-,-,-,-,-,-
20180129,-,-,-,14946,0,6314,4511,2070,0,0,0,0,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14946,-,-,-,-,-,-,-,-
