計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング TV 電灯,食器洗乾燥機・キッチン,エアコン・主寝室,エアコン・リビング,キッチン・冷蔵庫 照明,洗濯機・洗面,未使用,キッチン・炊飯器,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,11607,0,2443,301,0,0,2607,615,0,135,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11607,-,-,-,-,-,-,-,-
20180602,-,-,-,13005,0,3021,317,0,0,2938,515,0,42,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13005,-,-,-,-,-,-,-,-
20180603,-,-,-,12787,0,2415,368,0,0,2682,907,0,190,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12787,-,-,-,-,-,-,-,-
20180604,-,-,-,12857,0,1810,90,8,0,2386,504,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12857,-,-,-,-,-,-,-,-
20180605,-,-,-,12089,0,1809,636,0,0,2230,324,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12089,-,-,-,-,-,-,-,-
20180606,-,-,-,15836,0,2115,272,0,0,2553,1277,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15836,-,-,-,-,-,-,-,-
20180607,-,-,-,13208,0,1923,257,18,0,2504,1290,0,166,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13208,-,-,-,-,-,-,-,-
20180608,-,-,-,14576,0,1500,156,12,0,2385,788,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14576,-,-,-,-,-,-,-,-
20180609,-,-,-,10995,0,2546,256,98,0,2574,632,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10995,-,-,-,-,-,-,-,-
20180610,-,-,-,14723,0,2238,486,235,0,2702,928,0,140,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14723,-,-,-,-,-,-,-,-
