計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング TV 電灯,食器洗乾燥機・キッチン,エアコン・主寝室,エアコン・リビング,キッチン・冷蔵庫 照明,洗濯機・洗面,未使用,キッチン・炊飯器,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,41751,0,3049,271,3309,0,2516,7252,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41751,-,-,-,-,-,-,-,-
20180202,-,-,-,34065,0,2434,102,1915,0,2681,6297,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34065,-,-,-,-,-,-,-,-
20180203,-,-,-,50742,0,3800,273,5109,0,2851,5281,0,113,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50742,-,-,-,-,-,-,-,-
20180204,-,-,-,42995,0,3164,195,3023,0,2315,6950,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42995,-,-,-,-,-,-,-,-
20180205,-,-,-,45898,0,2783,332,2615,0,2773,5396,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45898,-,-,-,-,-,-,-,-
20180206,-,-,-,46403,0,2597,218,2261,0,2834,6936,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46403,-,-,-,-,-,-,-,-
20180207,-,-,-,51117,0,2594,232,7609,0,2376,6418,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51117,-,-,-,-,-,-,-,-
20180208,-,-,-,40033,0,3082,387,2521,0,2608,7061,0,270,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40033,-,-,-,-,-,-,-,-
20180209,-,-,-,39035,0,2892,151,2868,0,2548,5462,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39035,-,-,-,-,-,-,-,-
20180210,-,-,-,43847,0,3968,377,3898,0,2963,6307,0,176,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43847,-,-,-,-,-,-,-,-
20180211,-,-,-,36841,0,5193,77,1398,0,2936,7452,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36841,-,-,-,-,-,-,-,-
20180212,-,-,-,51859,0,9824,467,2031,0,3088,6028,0,164,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51859,-,-,-,-,-,-,-,-
20180213,-,-,-,52465,0,9810,194,1070,0,2895,7710,0,223,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52465,-,-,-,-,-,-,-,-
20180214,-,-,-,40444,0,9380,155,1240,0,2555,5799,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40444,-,-,-,-,-,-,-,-
20180215,-,-,-,31571,0,2672,294,1078,0,2641,3220,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31571,-,-,-,-,-,-,-,-
20180216,-,-,-,52043,0,3451,403,1174,0,2958,5608,0,200,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52043,-,-,-,-,-,-,-,-
20180217,-,-,-,35540,0,7252,366,1940,0,2606,4298,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35540,-,-,-,-,-,-,-,-
20180218,-,-,-,47091,0,7422,457,3714,0,2764,6882,0,245,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47091,-,-,-,-,-,-,-,-
20180219,-,-,-,31844,0,3021,151,1947,0,2227,3322,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31844,-,-,-,-,-,-,-,-
20180220,-,-,-,28236,0,2917,149,526,0,2528,6045,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28236,-,-,-,-,-,-,-,-
20180221,-,-,-,19289,0,2838,98,767,0,2437,2406,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19289,-,-,-,-,-,-,-,-
20180222,-,-,-,38471,0,9880,341,971,0,2965,4906,0,196,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38471,-,-,-,-,-,-,-,-
20180223,-,-,-,37837,0,9168,336,1116,0,2686,5518,0,203,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37837,-,-,-,-,-,-,-,-
20180224,-,-,-,40311,0,12876,414,362,0,2877,4757,0,135,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40311,-,-,-,-,-,-,-,-
20180225,-,-,-,25407,0,3074,144,703,0,2367,4391,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25407,-,-,-,-,-,-,-,-
20180226,-,-,-,29316,0,3154,367,2329,0,2954,4628,0,274,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29316,-,-,-,-,-,-,-,-
20180227,-,-,-,27074,0,2504,365,1828,0,3009,4318,0,300,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27074,-,-,-,-,-,-,-,-
20180228,-,-,-,30536,0,2806,191,1113,0,2360,4742,0,334,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30536,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
