計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング TV 電灯,食器洗乾燥機・キッチン,エアコン・主寝室,エアコン・リビング,キッチン・冷蔵庫 照明,洗濯機・洗面,未使用,キッチン・炊飯器,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,13244,0,2909,321,0,0,2675,926,0,130,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13244,-,-,-,-,-,-,-,-
20180402,-,-,-,13868,0,2609,306,0,0,2823,1481,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13868,-,-,-,-,-,-,-,-
20180403,-,-,-,13942,0,2967,252,0,0,2559,1630,0,282,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13942,-,-,-,-,-,-,-,-
20180404,-,-,-,13358,0,2871,333,0,0,2585,1061,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13358,-,-,-,-,-,-,-,-
20180405,-,-,-,13815,0,2587,434,0,0,2608,1951,0,242,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13815,-,-,-,-,-,-,-,-
20180406,-,-,-,13343,0,2283,165,406,0,2072,1373,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13343,-,-,-,-,-,-,-,-
20180407,-,-,-,16503,0,2688,155,1150,0,2238,1004,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16503,-,-,-,-,-,-,-,-
20180408,-,-,-,18668,0,2728,272,717,0,2210,1590,0,161,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18668,-,-,-,-,-,-,-,-
20180409,-,-,-,14105,0,2716,286,0,0,2344,1677,0,233,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14105,-,-,-,-,-,-,-,-
20180410,-,-,-,11877,0,2469,170,0,0,2376,1569,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11877,-,-,-,-,-,-,-,-
