計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング TV 電灯,食器洗乾燥機・キッチン,エアコン・主寝室,エアコン・リビング,キッチン・冷蔵庫 照明,洗濯機・洗面,未使用,キッチン・炊飯器,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,24585,0,2668,397,656,0,2747,4445,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24585,-,-,-,-,-,-,-,-
20180302,-,-,-,21188,0,2465,137,1679,0,2484,5451,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21188,-,-,-,-,-,-,-,-
20180303,-,-,-,19126,0,2238,177,1063,0,2471,3575,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19126,-,-,-,-,-,-,-,-
20180304,-,-,-,21746,0,2845,286,0,0,3010,2589,0,319,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21746,-,-,-,-,-,-,-,-
20180305,-,-,-,20173,0,2080,240,686,0,2437,3105,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20173,-,-,-,-,-,-,-,-
20180306,-,-,-,24656,0,2701,264,443,0,2903,5155,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24656,-,-,-,-,-,-,-,-
20180307,-,-,-,24471,0,2490,109,3057,0,2316,4004,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24471,-,-,-,-,-,-,-,-
20180308,-,-,-,25901,0,3303,497,1021,0,2989,4372,0,139,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25901,-,-,-,-,-,-,-,-
20180309,-,-,-,23162,0,2940,340,335,0,2786,4246,0,313,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23162,-,-,-,-,-,-,-,-
20180310,-,-,-,29453,0,3689,382,1763,0,2544,3419,0,45,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29453,-,-,-,-,-,-,-,-
